pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
2QK9,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
2R7F,1,ammonium,Metal/cations,missing,missing,missing,missing,0
2VRT,1,ammonium,Metal/cations,mid,mildly basic,missing,unspecified/other,0
2YJV,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
2ZD1,1,ammonium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
2ZE2,1,ammonium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
2ZPO,1,ammonium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
2ZQB,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,0
3A4Y,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3BCM,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3BGR,1,ammonium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
3D4A,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
3D5G,1,ammonium,Metal/cations,missing,missing,missing,missing,0
3D5I,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
3DD6,1,ammonium,Metal/cations,missing,missing,missing,missing,0
3DGY,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
3DH2,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
3DH5,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DH6,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DI7,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DI8,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DI9,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DIB,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3DIC,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3EY1,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
3FL1,1,ammonium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
3FL3,1,ammonium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
3GCM,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3H08,2,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3H1C,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3H7I,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
3H8J,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
3I67,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3I6H,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3I6J,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3I7W,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3I7X,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IDZ,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IE0,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IE1,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IE2,1,ammonium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IEK,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IEL,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IEM,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3IRX,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3IS9,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3ISN,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - sitting drop,0
3ITH,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
3JYT,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3KCH,1,ammonium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
3KLE,1,ammonium,Metal/cations,mid,neutral,missing,vapor diffusion - hanging drop,0
3KLF,1,ammonium,Metal/cations,mid,neutral,missing,vapor diffusion - hanging drop,0
3KLG,1,ammonium,Metal/cations,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3KLH,1,ammonium,Metal/cations,missing,mildly acidic,missing,vapor diffusion - hanging drop,0
3KLI,1,ammonium,Metal/cations,mid,neutral,missing,vapor diffusion - hanging drop,0
3LXO,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3MWQ,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3MWR,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3MX8,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3MZQ,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3MZR,1,ammonium,Metal/cations,very high,mildly acidic,ambient,unspecified/other,0
3N3W,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
3NGY,1,ammonium,Metal/cations,high,missing,missing,missing,0
3OQY,1,ammonium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3OQZ,1,ammonium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3OR0,1,ammonium,Metal/cations,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3Q3F,1,ammonium,Metal/cations,high,missing,missing,missing,0
3QL1,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3QL2,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3QLH,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
3QO9,1,ammonium,Metal/cations,low-mid,neutral,cold,evaporation,0
3RH1,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,0
3RSP,1,ammonium,Metal/cations,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3SRN,1,ammonium,Metal/cations,missing,missing,missing,unspecified/other,0
3T0O,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
4B3Q,1,ammonium,Metal/cations,very high,missing,missing,missing,0
4B8C,1,ammonium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,0
4CZV,1,ammonium,Metal/cations,mid,missing,missing,unspecified/other,0
4CZX,1,ammonium,Metal/cations,low-mid,neutral,missing,unspecified/other,0
4CZY,1,ammonium,Metal/cations,low-mid,neutral,missing,unspecified/other,0
4G1Q,1,ammonium,Metal/cations,missing,neutral,cold,vapor diffusion - sitting drop,0
4GHO,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
4H4M,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4H4O,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
4H8K,1,ammonium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,0
4HKQ,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4ICL,1,ammonium,Metal/cations,mid,neutral,missing,vapor diffusion - hanging drop,0
4IDK,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4IFY,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4IG0,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4IG3,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4J5G,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
4J5K,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
4J5Z,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J60,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J61,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J62,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J63,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J64,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J65,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J66,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J67,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J68,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J69,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4J6A,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
4K7L,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
4K7M,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
4KFB,1,ammonium,Metal/cations,mid,neutral,missing,vapor diffusion - hanging drop,0
4KXH,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
4O36,1,ammonium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
4O37,1,ammonium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
4OL8,1,ammonium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
4OOH,1,ammonium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
4Q8G,1,ammonium,Metal/cations,mid,missing,missing,missing,0
4RTE,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
4RW4,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4RW6,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4RW7,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4RW8,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4RW9,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
4SRN,1,ammonium,Metal/cations,missing,missing,missing,unspecified/other,0
4X09,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
4XGQ,1,ammonium,Metal/cations,high,missing,missing,missing,0
4YGW,1,ammonium,Metal/cations,low-mid,missing,ambient,vapor diffusion - sitting drop,0
5DMR,1,ammonium,Metal/cations,missing,missing,missing,missing,0
5DZM,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
5H9V,1,ammonium,Metal/cations,high,missing,missing,missing,0
5HAA,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
5HAB,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
5HBM,1,ammonium,Metal/cations,missing,neutral,cold,vapor diffusion - hanging drop,0
5NA9,1,ammonium,Metal/cations,very high,missing,cold,vapor diffusion - hanging drop,0
5OGH,1,ammonium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
5SWM,1,ammonium,Metal/cations,mid,missing,missing,missing,0
5T16,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
5VQQ,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQR,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQS,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
5VQT,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQU,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQV,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQW,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQX,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQY,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5VQZ,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
5WS2,1,ammonium,Metal/cations,very high,missing,missing,missing,0
5Y9P,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
6A7V,1,ammonium,Metal/cations,mid,neutral,ambient,microbatch,0
6C0J,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0K,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0L,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0N,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0O,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0P,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6C0R,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6CGF,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
6D1R,1,ammonium,Metal/cations,very high,missing,missing,missing,0
6DTW,1,ammonium,Metal/cations,missing,missing,cold,vapor diffusion - hanging drop,0
6DTX,1,ammonium,Metal/cations,missing,missing,cold,vapor diffusion - hanging drop,0
6ENP,1,ammonium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
6LT7,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6M11,1,ammonium,Metal/cations,low-mid,missing,missing,missing,0
6M12,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6M13,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6NKL,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
6QTM,1,ammonium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
6TCD,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
6TGJ,1,ammonium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,0
6VRD,1,ammonium,Metal/cations,high,missing,missing,missing,0
6VUG,1,ammonium,Metal/cations,high,missing,ambient,vapor diffusion - hanging drop,0
6X47,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X49,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4A,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4B,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4C,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4D,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4E,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
6X4F,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
7DSY,1,ammonium,Metal/cations,mid,missing,missing,missing,0
7DTS,1,ammonium,Metal/cations,low-mid,missing,missing,missing,0
7E8K,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - sitting drop,0
7ELW,1,ammonium,Metal/cations,low-mid,missing,missing,missing,0
7OT6,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OTA,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OTK,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OTN,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OTX,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OTZ,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OUT,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OXQ,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
7OZ2,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - sitting drop,0
7OZ5,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
7Q75,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q76,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q77,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q78,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q79,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q7A,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7Q7B,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7SO2,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
7SO3,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
7SO4,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
7SO6,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
7TAZ,1,ammonium,Metal/cations,missing,mildly acidic,cold,vapor diffusion - hanging drop,0
7U5Z,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
7VSA,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
7VSD,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
7VSE,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
8FE8,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8FFX,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8QEW,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
8SSF,1,ammonium,Metal/cations,very high,mildly acidic,cold,vapor diffusion - sitting drop,0
8STP,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - hanging drop,0
8STQ,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8STR,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8STS,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8STT,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8STU,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8STV,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8SV3,1,ammonium,Metal/cations,very high,missing,missing,missing,0
8SV4,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
8SWB,1,ammonium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
8U69,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6A,1,ammonium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
8U6B,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6C,1,ammonium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
8U6D,1,ammonium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
8U6E,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6F,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8U6G,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8U6H,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6I,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6J,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8U6K,1,ammonium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
8U6L,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6M,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - unspecified,0
8U6O,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6P,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8U6Q,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6R,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8U6S,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
8U6T,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8VU9,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8VUB,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8VUF,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
8VUM,1,ammonium,Metal/cations,mid,missing,cold,vapor diffusion - hanging drop,0
9GO4,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9JWD,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
9JWH,1,ammonium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
9MXB,1,ammonium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
9OUF,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
9YJL,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
9YJM,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
2E0L,1,cadmium,Metal/cations,mid,acidic,ambient,vapor diffusion - unspecified,1
2E0M,1,cadmium,Metal/cations,mid,acidic,ambient,vapor diffusion - unspecified,1
7W05,1,cadmium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
1BVI,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
1CH0,1,calcium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,1
1FYS,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1FZU,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1G02,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1GSP,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
1HYF,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
1HZ1,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
1I0V,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I0X,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I2E,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I2F,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I2G,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I3F,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1I3I,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1LOV,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1LOW,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1LOY,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
1MGR,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
1RHL,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
2BU4,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
2GSP,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
2HOH,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
2QKK,1,calcium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
3AGN,1,calcium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
3AGO,1,calcium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
3BCP,1,calcium,Metal/cations,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
3BIR,1,calcium,Metal/cations,trace-low,acidic,missing,vapor diffusion - unspecified,1
3BU4,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
3GSP,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
3HOH,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
3O3G,1,calcium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,1
3QL2,1,calcium,Metal/cations,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
3ZQ4,1,calcium,Metal/cations,mid,mildly basic,missing,unspecified/other,1
4B3O,1,calcium,Metal/cations,mid,acidic,cold,vapor diffusion - unspecified,1
4BU4,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
4GSP,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
4HHT,1,calcium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - unspecified,1
5BIR,1,calcium,Metal/cations,missing,acidic,missing,vapor diffusion - hanging drop,1
5BU4,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
5GSP,1,calcium,Metal/cations,low-mid,acidic,missing,unspecified/other,1
5HOH,1,calcium,Metal/cations,low-mid,mildly basic,missing,unspecified/other,1
6DMN,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
6DMV,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DO8,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DO9,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOA,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOB,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOC,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOD,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOE,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOF,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOG,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6DOH,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
6DOI,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
6DOJ,1,calcium,Metal/cations,trace-low,missing,ambient,vapor diffusion - hanging drop,0
6DOK,1,calcium,Metal/cations,trace-low,missing,ambient,vapor diffusion - hanging drop,0
