pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
2E3W,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2F96,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2NUI,1,bis-tris,Organic ligands/additives,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
2P45,1,bis-tris,Organic ligands/additives,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
2P48,1,bis-tris,Organic ligands/additives,missing,mildly acidic,ambient,vapor diffusion - unspecified,0
2R7F,1,bis-tris,Organic ligands/additives,missing,missing,missing,missing,0
3IE2,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3ISN,1,bis-tris,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
3KLE,1,bis-tris,Organic ligands/additives,low-mid,neutral,missing,vapor diffusion - hanging drop,0
3KLF,1,bis-tris,Organic ligands/additives,low-mid,neutral,missing,vapor diffusion - hanging drop,0
3KLG,1,bis-tris,Organic ligands/additives,low-mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3KLI,1,bis-tris,Organic ligands/additives,low-mid,neutral,missing,vapor diffusion - hanging drop,0
3N3W,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
3NGY,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
3P56,1,bis-tris,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
3PUF,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
3QSK,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3V32,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3V34,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3WHO,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4HKQ,1,bis-tris,Organic ligands/additives,mid,acidic,ambient,vapor diffusion - hanging drop,0
4LY7,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4POU,1,bis-tris,Organic ligands/additives,mid,basic,warm,vapor diffusion - hanging drop,0
4PY5,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
5B16,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
5DZM,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
5K8J,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
5OHG,1,bis-tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
6K6S,1,bis-tris,Organic ligands/additives,low-mid,missing,ambient,microbatch,0
6QMN,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
6X2D,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
7NDK,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
8SSF,1,bis-tris,Organic ligands/additives,mid,mildly acidic,cold,vapor diffusion - sitting drop,0
9F7G,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
9GNT,1,bis-tris,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - sitting drop,0
9GO7,1,bis-tris,Organic ligands/additives,high,missing,ambient,vapor diffusion - sitting drop,0
9GQ0,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
9GQP,1,bis-tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
1A5P,1,cacodylate,Organic ligands/additives,high,missing,missing,missing,0
1BK7,1,cacodylate,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
1J1G,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
1SMX,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1SN8,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1UCA,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1UCC,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1UCD,1,cacodylate,Organic ligands/additives,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
3AGN,1,cacodylate,Organic ligands/additives,mid,acidic,ambient,vapor diffusion - hanging drop,0
3AGO,1,cacodylate,Organic ligands/additives,mid,acidic,ambient,vapor diffusion - hanging drop,0
3F8G,1,cacodylate,Organic ligands/additives,mid,missing,cold,vapor diffusion - sitting drop,0
3H7I,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3H8J,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3KLH,1,cacodylate,Organic ligands/additives,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3LP0,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
3LP1,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
3LP2,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
3Q1Q,1,cacodylate,Organic ligands/additives,low-mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3RID,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
3ULD,1,cacodylate,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
4B3P,1,cacodylate,Organic ligands/additives,low-mid,missing,missing,missing,0
4HTU,1,cacodylate,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
4HUE,1,cacodylate,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
4HUF,1,cacodylate,Organic ligands/additives,mid,neutral,cold,vapor diffusion - hanging drop,0
4HUG,1,cacodylate,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
4J5G,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4MH8,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
4N4C,1,cacodylate,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - unspecified,0
4X09,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
5ARJ,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
5E13,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5ET4,1,cacodylate,Organic ligands/additives,low-mid,missing,missing,missing,0
5VAJ,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
5WS2,1,cacodylate,Organic ligands/additives,low-mid,missing,missing,missing,0
6A7V,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,microbatch,0
6SSO,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
6TGJ,1,cacodylate,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
7KSF,1,cacodylate,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
7VSC,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
7VWO,1,cacodylate,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
8CU0,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
1A5Q,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
1F21,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
1G15,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
1JL1,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1JXB,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1MGW,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
1TS9,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1U9S,1,hepes,Organic ligands/additives,missing,neutral,warm,vapor diffusion - hanging drop,0
1UCL,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
1WDY,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1YT3,1,hepes,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1ZBI,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
1ZGX,1,hepes,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
2E33,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2EZ6,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2F4Y,1,hepes,Organic ligands/additives,missing,mildly basic,warm,vapor diffusion - hanging drop,0
2F56,1,hepes,Organic ligands/additives,missing,mildly basic,warm,vapor diffusion - hanging drop,0
2F5W,1,hepes,Organic ligands/additives,missing,mildly basic,warm,vapor diffusion - hanging drop,0
2FYM,2,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2FYM,4,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
2G8U,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
2ONW,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2P42,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
2P47,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - unspecified,0
2QCA,1,hepes,Organic ligands/additives,very high,neutral,ambient,vapor diffusion - sitting drop,0
2VRT,1,hepes,Organic ligands/additives,mid,mildly basic,missing,unspecified/other,0
2YNF,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2YNG,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2YNH,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2YNI,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2Z1G,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2Z1H,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2Z1I,1,hepes,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
2Z1J,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
2ZA4,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3BSU,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
3H08,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3ITH,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
3JW1,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
3KCH,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
3O3F,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
3O3H,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
3QIO,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3QLH,1,hepes,Organic ligands/additives,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
3WZ0,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
4BWK,1,hepes,Organic ligands/additives,mid,mildly basic,missing,unspecified/other,0
4BWP,1,hepes,Organic ligands/additives,missing,neutral,missing,unspecified/other,0
4BWX,1,hepes,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
4CHG,1,hepes,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
4D0K,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4H4M,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
4H4O,1,hepes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
4M2Z,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4M30,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4OAU,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - unspecified,0
4ODK,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
4PEQ,1,hepes,Organic ligands/additives,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
4PER,1,hepes,Organic ligands/additives,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
4ROU,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4XGM,1,hepes,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
4Z0U,1,hepes,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
5DMQ,1,hepes,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - hanging drop,0
5H9W,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
5MTZ,1,hepes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
5SV2,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - unspecified,0
5VQW,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
6AHV,1,hepes,Organic ligands/additives,mid,neutral,cold,evaporation,0
6TG6,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
6VUG,1,hepes,Organic ligands/additives,high,missing,ambient,vapor diffusion - hanging drop,0
7DCY,1,hepes,Organic ligands/additives,mid,missing,ambient,microbatch,0
7DIC,1,hepes,Organic ligands/additives,mid,missing,ambient,microbatch,0
7DID,1,hepes,Organic ligands/additives,mid,missing,ambient,microbatch,0
7NDH,1,hepes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
7PCR,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
7SLR,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
7SLS,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
7WNT,1,hepes,Organic ligands/additives,very high,missing,missing,missing,0
7WNU,1,hepes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
8CTY,1,hepes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
8CTZ,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
8F5X,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
8RZF,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
8STP,1,hepes,Organic ligands/additives,low-mid,mildly basic,cold,vapor diffusion - hanging drop,0
8STR,1,hepes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - hanging drop,0
8STS,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
8U6J,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
8U6M,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - unspecified,0
8WO8,1,hepes,Organic ligands/additives,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,0
9YK1,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
9YK3,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
9YK5,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
1NBS,1,mes,Organic ligands/additives,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
1UCI,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
1UCJ,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
1UCK,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
1X1P,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
1Y44,1,mes,Organic ligands/additives,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
2DFH,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
2E0O,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - unspecified,0
2EA1,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2FK6,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
2G8W,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
2HB5,1,mes,Organic ligands/additives,trace-low,acidic,ambient,vapor diffusion - hanging drop,0
2IS3,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2PQX,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2PQY,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2QKK,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2R7Y,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
2X4U,1,mes,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
2Z70,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2ZQB,1,mes,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
3D45,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
3NH1,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3RSD,1,mes,Organic ligands/additives,very high,acidic,missing,batch,0
3TWH,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3V9U,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3V9W,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3V9X,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4CZX,1,mes,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
4CZY,1,mes,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
4GCW,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4HHT,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - unspecified,0
4KAZ,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4KB0,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4PEQ,1,mes,Organic ligands/additives,mid,acidic,ambient,vapor diffusion - hanging drop,0
5FT1,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
5GY6,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
5US2,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5USA,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5USE,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5USG,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5VQS,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
5W7N,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5W7O,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
5WJR,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
5Y9P,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
6C0J,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0K,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0L,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0N,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0O,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0P,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6C0R,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6CGF,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - sitting drop,0
6DTW,1,mes,Organic ligands/additives,missing,missing,cold,vapor diffusion - hanging drop,0
6DTX,1,mes,Organic ligands/additives,missing,missing,cold,vapor diffusion - hanging drop,0
6OR7,1,mes,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
6OTZ,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6OUN,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6P1I,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6P1X,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6P2G,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
6WPF,1,mes,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
6WPH,1,mes,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
6WPJ,1,mes,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
7SO4,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
7SO6,1,mes,Organic ligands/additives,trace-low,mildly acidic,cold,vapor diffusion - hanging drop,0
7TUV,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - unspecified,0
7VSA,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
8FE8,1,mes,Organic ligands/additives,mid,missing,cold,vapor diffusion - hanging drop,0
8JYI,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
8STQ,1,mes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
8STR,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - hanging drop,0
8STT,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8STU,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8STV,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U69,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6A,1,mes,Organic ligands/additives,low-mid,acidic,cold,vapor diffusion - hanging drop,0
8U6B,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6C,1,mes,Organic ligands/additives,low-mid,acidic,cold,vapor diffusion - hanging drop,0
8U6D,1,mes,Organic ligands/additives,low-mid,acidic,cold,vapor diffusion - hanging drop,0
8U6K,1,mes,Organic ligands/additives,low-mid,acidic,cold,vapor diffusion - hanging drop,0
8U6L,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6O,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8U6P,1,mes,Organic ligands/additives,low-mid,missing,cold,vapor diffusion - hanging drop,0
8U6T,1,mes,Organic ligands/additives,low-mid,mildly acidic,cold,vapor diffusion - hanging drop,0
8VU9,1,mes,Organic ligands/additives,mid,missing,cold,vapor diffusion - hanging drop,0
8VUB,1,mes,Organic ligands/additives,mid,missing,cold,vapor diffusion - hanging drop,0
8VUF,1,mes,Organic ligands/additives,mid,missing,cold,vapor diffusion - hanging drop,0
8VUM,1,mes,Organic ligands/additives,mid,missing,cold,vapor diffusion - hanging drop,0
9CSM,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
9DM9,1,mes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - hanging drop,0
1BK7,1,tris,Organic ligands/additives,high,neutral,missing,unspecified/other,0
1BOX,1,tris,Organic ligands/additives,mid,mildly basic,missing,unspecified/other,0
1CH0,1,tris,Organic ligands/additives,low-mid,mildly basic,missing,unspecified/other,0
1E21,1,tris,Organic ligands/additives,mid,basic,missing,unspecified/other,0
1I39,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
1I3A,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
1I4S,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - hanging drop,0
1IYB,1,tris,Organic ligands/additives,missing,missing,missing,missing,0
1JFZ,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - hanging drop,0
1JL2,1,tris,Organic ligands/additives,low-mid,missing,missing,missing,0
1KM8,1,tris,Organic ligands/additives,missing,missing,missing,missing,0
1MGW,1,tris,Organic ligands/additives,missing,missing,missing,missing,0
1N1X,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - sitting drop,0
1N3Z,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - sitting drop,0
1Q9E,1,tris,Organic ligands/additives,missing,basic,cold,vapor diffusion - hanging drop,0
1R5D,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
1RC5,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - hanging drop,0
1RC7,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1T4O,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
1UAX,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
1Y92,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - sitting drop,0
1Y94,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - sitting drop,0
1ZBL,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
2A11,1,tris,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
2B34,1,tris,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
2BX2,1,tris,Organic ligands/additives,mid,mildly basic,missing,unspecified/other,0
2C0B,1,tris,Organic ligands/additives,mid,mildly basic,ambient,unspecified/other,0
2C4R,1,tris,Organic ligands/additives,mid,mildly basic,missing,unspecified/other,0
2DFE,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
2E3W,1,tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2F96,1,tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2G8H,1,tris,Organic ligands/additives,mid,neutral,cold,vapor diffusion - sitting drop,0
2G8I,1,tris,Organic ligands/additives,mid,missing,cold,vapor diffusion - sitting drop,0
2G8V,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
2IHN,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
2NUE,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
2NUF,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
2NUG,1,tris,Organic ligands/additives,high,missing,missing,missing,0
2NUI,1,tris,Organic ligands/additives,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
