protein,pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
trypsin,1C9T,2,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - sitting drop,0
trypsin,1D0D,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1F0T,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,1F0U,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,1FY8,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,1G3B,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1G3C,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1G3D,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1G3E,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1G6X,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1GHZ,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI0,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI1,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI2,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI3,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1GI4,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI5,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GI6,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1GJ6,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1JIR,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,1JRS,1,sulfate,Anions,mid,missing,missing,missing,0
trypsin,1JRT,1,sulfate,Anions,mid,missing,missing,missing,0
trypsin,1K1I,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - unspecified,0
trypsin,1K6U,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1LQE,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,1LU0,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1MBQ,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,1MTS,1,sulfate,Anions,very high,mildly acidic,missing,unspecified/other,0
trypsin,1MTU,1,sulfate,Anions,very high,mildly acidic,missing,unspecified/other,0
trypsin,1MTV,1,sulfate,Anions,mid,neutral,missing,unspecified/other,0
trypsin,1MTW,1,sulfate,Anions,mid,mildly basic,missing,unspecified/other,0
trypsin,1O2I,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2J,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2K,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2M,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O2N,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2P,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2Q,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2R,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O2T,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O2V,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O2W,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O2X,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O30,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O33,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O34,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O35,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O36,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O38,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,1O3A,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3B,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3C,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3D,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3E,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3F,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3G,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3K,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3L,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3M,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1O3N,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - unspecified,0
trypsin,1P2I,1,sulfate,Anions,missing,mildly basic,warm,vapor diffusion - hanging drop,1
trypsin,1P2J,1,sulfate,Anions,missing,mildly basic,warm,vapor diffusion - hanging drop,1
trypsin,1P2K,1,sulfate,Anions,missing,mildly basic,warm,vapor diffusion - hanging drop,1
trypsin,1P2M,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1P2N,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1P2O,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1P2Q,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1PPZ,1,sulfate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,1
trypsin,1QA0,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1QB6,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1QB9,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1QBN,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1QBO,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1QCP,1,sulfate,Anions,missing,basic,missing,vapor diffusion - unspecified,0
trypsin,1QLQ,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1R8N,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,0
trypsin,1T7C,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1T8L,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1T8M,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1T8N,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1T8O,1,sulfate,Anions,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,1XUF,1,sulfate,Anions,missing,mildly basic,missing,unspecified/other,0
trypsin,1XUG,1,sulfate,Anions,missing,mildly basic,missing,unspecified/other,0
trypsin,1XUH,1,sulfate,Anions,missing,mildly basic,missing,unspecified/other,1
trypsin,1XUJ,1,sulfate,Anions,missing,mildly basic,missing,unspecified/other,1
trypsin,1XUK,1,sulfate,Anions,missing,mildly acidic,missing,unspecified/other,1
trypsin,1XVM,1,sulfate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,0
trypsin,1XVO,1,sulfate,Anions,missing,acidic,ambient,vapor diffusion - sitting drop,1
trypsin,1Y3U,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1Y3V,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,1Y3Y,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1Y59,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1Y5A,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1Y5B,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1Y5U,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,1YP9,1,sulfate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,1ZR0,1,sulfate,Anions,missing,mildly basic,warm,vapor diffusion - sitting drop,0
trypsin,2AGE,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
trypsin,2AGG,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,2AGI,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,2AH4,1,sulfate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,2D8W,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,2F3C,1,sulfate,Anions,mid,basic,warm,vapor diffusion - sitting drop,1
trypsin,2FI3,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2FI4,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2FI5,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2FTL,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2FTM,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2FX4,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,2FX6,1,sulfate,Anions,missing,missing,ambient,vapor diffusion - unspecified,0
trypsin,2G5N,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,2G5V,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,2G81,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,2G8T,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,2R33,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,2R9P,1,sulfate,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,2RA3,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,1
trypsin,2ZDK,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,1
trypsin,2ZDL,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,2ZDM,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,2ZDN,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,2ZFS,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,2ZFT,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,2ZHD,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - sitting drop,1
trypsin,2ZJX,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,2ZQ1,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,2ZQ2,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - sitting drop,0
trypsin,3A7T,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A7V,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A7W,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A7X,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7Y,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A7Z,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A80,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A81,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A82,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A83,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A84,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A85,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A86,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A87,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A88,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A89,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A8A,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A8B,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,1
trypsin,3A8C,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3A8D,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATI,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATK,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATL,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3ATM,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3AUC,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3AUE,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3AUG,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3AUH,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3AUI,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,3BEU,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,3CI7,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3FP6,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3FP7,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3FP8,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY2,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY3,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3GY4,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY5,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY6,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY7,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,3GY8,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,3I77,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,3I78,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,1
trypsin,3LDI,1,sulfate,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,3LJJ,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - sitting drop,1
trypsin,3LJO,1,sulfate,Anions,very high,mildly acidic,ambient,vapor diffusion - sitting drop,1
trypsin,3MYW,1,sulfate,Anions,very high,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,3PMJ,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,3QK1,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,3RDY,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,3RXA,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXB,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXC,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXD,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXE,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXF,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXG,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXH,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXI,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXJ,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXK,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXL,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXM,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXO,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXP,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXQ,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXR,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXS,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXT,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3RXV,1,sulfate,Anions,mid,basic,cold,vapor diffusion - sitting drop,0
trypsin,3VPK,1,sulfate,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,0
trypsin,3WNY,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,4AB8,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4AB9,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABA,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABB,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABD,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABE,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABF,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABG,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4ABH,1,sulfate,Anions,mid,mildly acidic,missing,unspecified/other,1
trypsin,4DG4,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - hanging drop,1
trypsin,4DOQ,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,4J2Y,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,4K1E,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4K8Y,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4KEL,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,4KTS,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - sitting drop,0
trypsin,4KTU,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,0
trypsin,4M7G,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,4TTK,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,4U2W,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - unspecified,1
trypsin,4WWY,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,4WXV,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,4Y0Y,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - unspecified,1
trypsin,4Y0Z,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - unspecified,1
trypsin,4Y10,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - unspecified,1
trypsin,4Y11,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - unspecified,1
trypsin,4YTA,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - unspecified,1
trypsin,5C67,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,5DK1,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
trypsin,5F6M,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
trypsin,5JB4,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5JB5,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5JB6,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5JB7,1,sulfate,Anions,missing,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5KWM,1,sulfate,Anions,very high,mildly basic,warm,vapor diffusion - sitting drop,0
trypsin,5MN1,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNA,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNB,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNC,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNE,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,5MNF,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNG,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNH,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNK,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNL,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNM,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNN,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNO,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNP,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MNQ,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,5MNX,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNY,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MNZ,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MO0,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MO1,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,0
trypsin,5MO2,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MON,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MOO,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MOP,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MOQ,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MOR,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5MOS,1,sulfate,Anions,mid,mildly basic,cold,vapor diffusion - sitting drop,1
trypsin,5T3H,1,sulfate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,1
trypsin,5TP0,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,5WVX,1,sulfate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
trypsin,5XX2,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX3,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX4,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX5,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX6,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX7,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5XX8,1,sulfate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,1
trypsin,5YCZ,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,6BX8,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,6D3Y,1,sulfate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,6D40,1,sulfate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
trypsin,6DWF,1,sulfate,Anions,very high,missing,ambient,vapor diffusion - hanging drop,0
trypsin,6DWH,1,sulfate,Anions,high,missing,ambient,vapor diffusion - hanging drop,0
trypsin,6DWR,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,6E5M,1,sulfate,Anions,high,basic,ambient,vapor diffusion - sitting drop,1
trypsin,6EAT,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,6EAU,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,6EAW,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,6FID,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,6JBP,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,0
trypsin,6MRQ,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,1
trypsin,6O1F,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
trypsin,6O21,1,sulfate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,1
trypsin,6QIH,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
trypsin,6SWV,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,1
trypsin,6XYG,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,1
