pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
2BQA,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQB,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQC,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQD,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQE,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQF,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQG,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2BQH,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2BQI,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2BQJ,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQK,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2BQL,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQM,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2BQN,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2BQO,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2CUU,1,sodium,Metal/cations,missing,missing,missing,missing,0
2D4I,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
2D4K,1,sodium,Metal/cations,missing,mildly basic,warm,batch,1
2D91,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
2DQA,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
2DQF,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - sitting drop,0
2F2N,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
2F2Q,1,sodium,Metal/cations,very high,neutral,cold,vapor diffusion - hanging drop,0
2F30,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
2F32,1,sodium,Metal/cations,high,neutral,cold,vapor diffusion - hanging drop,0
2F47,1,sodium,Metal/cations,high,neutral,cold,vapor diffusion - hanging drop,0
2F4A,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
2F4G,1,sodium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
2FBB,1,sodium,Metal/cations,missing,mildly basic,ambient,batch,1
2H5Z,1,sodium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2H9J,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - unspecified,1
2H9K,1,sodium,Metal/cations,missing,acidic,cold,vapor diffusion - hanging drop,1
2HS7,1,sodium,Metal/cations,mid,missing,missing,missing,0
2HS9,1,sodium,Metal/cations,mid,missing,missing,missing,0
2HSO,1,sodium,Metal/cations,high,missing,missing,missing,0
2HTX,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
2HU1,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
2HU3,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
2HUB,1,sodium,Metal/cations,high,missing,missing,missing,1
2HUL,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
2I6Z,1,sodium,Metal/cations,low-mid,neutral,cold,vapor diffusion - hanging drop,0
2IGC,1,sodium,Metal/cations,mid,missing,missing,missing,0
2LYO,1,sodium,Metal/cations,missing,acidic,missing,unspecified/other,0
2MEA,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2MEB,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEC,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2MED,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEE,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEF,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEG,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEH,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2MEI,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
2NTG,1,sodium,Metal/cations,mid,missing,missing,missing,0
2NTH,1,sodium,Metal/cations,mid,missing,missing,missing,0
2NWD,1,sodium,Metal/cations,high,missing,missing,missing,0
2O4W,1,sodium,Metal/cations,mid,missing,missing,missing,0
2O79,1,sodium,Metal/cations,mid,missing,missing,missing,0
2OTY,1,sodium,Metal/cations,very high,missing,missing,missing,0
2OTZ,1,sodium,Metal/cations,very high,missing,missing,missing,0
2OU0,1,sodium,Metal/cations,very high,missing,missing,missing,0
2OU8,1,sodium,Metal/cations,mid,missing,missing,missing,0
2OU9,1,sodium,Metal/cations,mid,missing,missing,missing,0
2PC2,1,sodium,Metal/cations,mid,missing,missing,missing,0
2Q0M,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
2Q9D,1,sodium,Metal/cations,mid,missing,missing,missing,0
2Q9E,1,sodium,Metal/cations,mid,missing,missing,missing,0
2RAY,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RAZ,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RB0,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RB1,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RB2,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBN,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBO,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBP,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBQ,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBR,1,sodium,Metal/cations,very high,missing,missing,missing,0
2RBS,1,sodium,Metal/cations,very high,missing,missing,missing,0
2VB1,1,sodium,Metal/cations,mid,acidic,missing,vapor diffusion - sitting drop,0
2WAR,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,0
2XBR,1,sodium,Metal/cations,high,acidic,missing,unspecified/other,0
2XBS,1,sodium,Metal/cations,high,acidic,missing,unspecified/other,0
2XJW,1,sodium,Metal/cations,missing,acidic,missing,vapor diffusion - sitting drop,1
2XTH,1,sodium,Metal/cations,low-mid,acidic,missing,unspecified/other,0
2YBH,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YBI,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YBJ,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YBL,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YBM,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YBN,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,0
2YDG,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
2Z18,1,sodium,Metal/cations,missing,missing,missing,missing,1
2Z19,1,sodium,Metal/cations,missing,missing,missing,missing,1
2Z2E,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2ZIJ,1,sodium,Metal/cations,very high,mildly acidic,cold,vapor diffusion - hanging drop,1
2ZIK,1,sodium,Metal/cations,very high,mildly acidic,cold,vapor diffusion - hanging drop,1
2ZIL,1,sodium,Metal/cations,very high,mildly acidic,cold,vapor diffusion - hanging drop,1
2ZYP,1,sodium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,1
3A3Q,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3A3R,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3A8Z,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A90,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A91,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A92,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A93,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A94,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A95,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3A96,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3AGG,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
3AGH,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
3AGI,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
3AJN,1,sodium,Metal/cations,low-mid,acidic,ambient,batch,1
3ATN,1,sodium,Metal/cations,mid,acidic,ambient,batch,1
3ATO,1,sodium,Metal/cations,low-mid,acidic,ambient,batch,1
3AW6,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
3AW7,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
3AZ4,1,sodium,Metal/cations,missing,neutral,warm,vapor diffusion - hanging drop,0
3AZ5,1,sodium,Metal/cations,missing,neutral,warm,vapor diffusion - hanging drop,0
3AZ6,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3AZ7,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3B6L,1,sodium,Metal/cations,high,acidic,warm,vapor diffusion - hanging drop,0
3C7W,1,sodium,Metal/cations,mid,missing,missing,missing,0
3C7Y,1,sodium,Metal/cations,high,missing,missing,missing,0
3C7Z,1,sodium,Metal/cations,high,missing,missing,missing,0
3C80,1,sodium,Metal/cations,high,missing,missing,missing,0
3C81,1,sodium,Metal/cations,high,missing,missing,missing,0
3C82,1,sodium,Metal/cations,high,missing,missing,missing,0
3C83,1,sodium,Metal/cations,high,missing,missing,missing,0
3CB7,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,0
3CDR,1,sodium,Metal/cations,mid,missing,missing,missing,0
3CDT,1,sodium,Metal/cations,mid,missing,missing,missing,0
3CDV,1,sodium,Metal/cations,mid,missing,missing,missing,0
3E3D,1,sodium,Metal/cations,trace-low,neutral,ambient,vapor diffusion - sitting drop,0
3EMS,1,sodium,Metal/cations,very high,missing,missing,missing,1
3EXD,1,sodium,Metal/cations,mid,missing,missing,missing,0
3F6Z,1,sodium,Metal/cations,high,missing,missing,missing,0
3G3A,1,sodium,Metal/cations,high,mildly acidic,ambient,evaporation,0
3G3V,1,sodium,Metal/cations,high,missing,missing,missing,0
3G3W,1,sodium,Metal/cations,high,missing,missing,missing,0
3G3X,1,sodium,Metal/cations,high,missing,missing,missing,0
3HDE,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
3HDF,1,sodium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
3HT6,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HT7,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HT8,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HT9,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HTB,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HTD,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HTF,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HTG,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HU8,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HU9,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HUA,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HUK,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HUQ,1,sodium,Metal/cations,very high,missing,missing,missing,0
3HWL,1,sodium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
3K2R,1,sodium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,0
3KAM,1,sodium,Metal/cations,missing,missing,missing,missing,1
3L2X,1,sodium,Metal/cations,high,mildly acidic,cold,vapor diffusion - hanging drop,0
3L64,1,sodium,Metal/cations,high,missing,missing,missing,0
3LN2,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
3LYO,1,sodium,Metal/cations,missing,acidic,missing,unspecified/other,0
3LZT,1,sodium,Metal/cations,very high,acidic,missing,batch,0
3M3U,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
3ODU,1,sodium,Metal/cations,mid,missing,missing,missing,0
3OE0,1,sodium,Metal/cations,mid,missing,missing,missing,0
3OE6,1,sodium,Metal/cations,mid,mildly acidic,ambient,lipidic cubic phase,0
3OE8,1,sodium,Metal/cations,mid,mildly acidic,ambient,lipidic cubic phase,0
3OE9,1,sodium,Metal/cations,mid,mildly acidic,ambient,lipidic cubic phase,0
3OJP,1,sodium,Metal/cations,missing,missing,missing,missing,1
3OK0,1,sodium,Metal/cations,missing,missing,missing,missing,1
3P4Z,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
3P64,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
3P65,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
3P66,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
3P68,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
3QE8,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,0
3QNG,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
3RNX,1,sodium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
3RT5,1,sodium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
3RU5,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - sitting drop,1
3RW8,1,sodium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
3RZ4,1,sodium,Metal/cations,mid,missing,missing,missing,0
3SB8,1,sodium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
3SB9,1,sodium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
3SBA,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
3SBB,1,sodium,Metal/cations,very high,mildly basic,ambient,vapor diffusion - hanging drop,0
3SP3,1,sodium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
3T6U,1,sodium,Metal/cations,low-mid,acidic,cold,vapor diffusion - hanging drop,1
3TXB,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXD,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXE,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXF,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXG,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXH,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXI,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXJ,1,sodium,Metal/cations,very high,acidic,ambient,batch,1
3TXK,1,sodium,Metal/cations,very high,neutral,cold,batch,1
3V2W,1,sodium,Metal/cations,low-mid,missing,ambient,unspecified/other,0
3V2Y,1,sodium,Metal/cations,low-mid,missing,ambient,unspecified/other,0
3VW7,1,sodium,Metal/cations,mid,missing,ambient,lipidic cubic phase,1
3W6A,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
3WL2,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - sitting drop,1
3WMK,1,sodium,Metal/cations,high,acidic,cold,vapor diffusion - hanging drop,0
3WPJ,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WPK,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WPL,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WU7,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WU8,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WU9,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WUA,1,sodium,Metal/cations,mid,acidic,ambient,batch,0
3WUL,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
3WUM,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
3WUN,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
3WVX,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
3WVY,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
3WW5,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
3WW6,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
3WXT,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
3WXU,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
3ZEK,1,sodium,Metal/cations,high,acidic,ambient,counter-diffusion,0
4A7D,1,sodium,Metal/cations,mid,acidic,missing,unspecified/other,1
4AGA,1,sodium,Metal/cations,low-mid,acidic,missing,vapor diffusion - sitting drop,1
4B1A,1,sodium,Metal/cations,very high,acidic,missing,unspecified/other,1
4BAD,1,sodium,Metal/cations,high,acidic,ambient,unspecified/other,1
4BAF,1,sodium,Metal/cations,high,acidic,ambient,unspecified/other,1
4BAP,1,sodium,Metal/cations,high,acidic,ambient,unspecified/other,1
4BS7,1,sodium,Metal/cations,high,acidic,ambient,counter-diffusion,0
4C3W,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
4CVD,1,sodium,Metal/cations,high,missing,missing,missing,0
4D9Z,1,sodium,Metal/cations,high,acidic,warm,vapor diffusion - hanging drop,1
4DC4,1,sodium,Metal/cations,high,acidic,warm,vapor diffusion - hanging drop,1
4DD1,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4DD2,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4DD3,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4DD7,1,sodium,Metal/cations,low-mid,acidic,ambient,batch,0
4DD9,1,sodium,Metal/cations,low-mid,acidic,ambient,batch,0
4DDA,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4DDB,1,sodium,Metal/cations,low-mid,neutral,cold,batch,0
4DDC,1,sodium,Metal/cations,low-mid,acidic,cold,batch,0
4DJH,1,sodium,Metal/cations,mid,mildly acidic,ambient,lipidic cubic phase,0
4DT3,1,sodium,Metal/cations,high,missing,missing,missing,0
4DXZ,1,sodium,Metal/cations,mid,missing,missing,missing,1
4DY3,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4E3U,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
4E97,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4EJ4,1,sodium,Metal/cations,mid,mildly basic,ambient,lipidic cubic phase,0
4EOF,1,sodium,Metal/cations,high,acidic,warm,vapor diffusion - hanging drop,0
4ET8,1,sodium,Metal/cations,high,missing,ambient,batch,1
4ET9,1,sodium,Metal/cations,high,missing,ambient,batch,1
4ETA,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,0
4ETB,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,0
4ETC,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,1
4ETD,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,0
4ETE,1,sodium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,0
4FJR,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4G49,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4G4B,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4G4C,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4G4H,1,sodium,Metal/cations,very high,acidic,ambient,batch,0
4GCB,1,sodium,Metal/cations,high,acidic,cold,batch,0
4GCC,1,sodium,Metal/cations,high,acidic,cold,batch,0
4GCD,1,sodium,Metal/cations,high,acidic,cold,batch,0
4GCE,1,sodium,Metal/cations,high,acidic,cold,batch,0
4GCF,1,sodium,Metal/cations,high,acidic,cold,batch,0
4H1P,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
4H8X,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H8Y,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H8Z,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H90,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H91,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H92,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H93,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H94,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9A,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9B,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9C,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9E,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9F,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9H,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4H9I,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4HSF,1,sodium,Metal/cations,mid,acidic,warm,vapor diffusion - hanging drop,0
4HTK,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
4HTN,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
4HTQ,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
4HV1,1,sodium,Metal/cations,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
4HV2,1,sodium,Metal/cations,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
4I0C,1,sodium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
4I7J,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7K,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7L,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7M,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7N,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7O,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7P,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7Q,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7R,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7S,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4I7T,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - hanging drop,0
4II8,1,sodium,Metal/cations,mid,acidic,warm,vapor diffusion - hanging drop,1
4J1A,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4J1B,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4J7V,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
4K5Y,1,sodium,Metal/cations,mid,mildly acidic,ambient,lipidic cubic phase,0
4LYB,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
4LYC,1,sodium,Metal/cations,mid,acidic,ambient,evaporation,0
4LYO,1,sodium,Metal/cations,missing,acidic,missing,unspecified/other,0
4LZT,1,sodium,Metal/cations,very high,acidic,missing,batch,0
4M4O,1,sodium,Metal/cations,mid,basic,ambient,vapor diffusion - sitting drop,1
4M6D,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
4ML7,1,sodium,Metal/cations,mid,missing,missing,missing,0
4MR1,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4N0J,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
4N1E,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
4N5R,1,sodium,Metal/cations,high,acidic,ambient,batch,0
4N8Z,1,sodium,Metal/cations,mid,acidic,ambient,unspecified/other,1
4N9N,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
4NWE,1,sodium,Metal/cations,high,acidic,warm,batch,0
4NWH,1,sodium,Metal/cations,high,acidic,warm,batch,1
4NY5,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4O34,1,sodium,Metal/cations,missing,acidic,ambient,batch,1
4OOO,1,sodium,Metal/cations,very high,acidic,missing,vapor diffusion - hanging drop,1
4OOT,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4OWC,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
4OWE,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
4OWH,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - unspecified,1
4P2E,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
4PGJ,1,sodium,Metal/cations,mid,missing,missing,missing,0
4PHI,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4PJZ,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
4PK0,1,sodium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,1
4PPO,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4PRQ,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4PRU,1,sodium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4PS6,1,sodium,Metal/cations,mid,acidic,cold,vapor diffusion - sitting drop,0
4QEQ,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
4QY9,1,sodium,Metal/cations,high,acidic,ambient,vapor diffusion - hanging drop,1
4R0F,1,sodium,Metal/cations,mid,acidic,warm,vapor diffusion - hanging drop,0
4R0P,1,sodium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
4R6C,1,sodium,Metal/cations,missing,missing,missing,missing,1
4RDS,1,sodium,Metal/cations,high,missing,missing,missing,1
4RLM,1,sodium,Metal/cations,high,missing,missing,missing,0
4RLN,1,sodium,Metal/cations,high,missing,missing,missing,0
4RW1,1,sodium,Metal/cations,high,acidic,ambient,batch,1
4RW2,1,sodium,Metal/cations,high,acidic,ambient,batch,1
4TUN,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
4TWS,1,sodium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
4U3X,1,sodium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4UWN,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
4UWU,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
4UWV,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
4W94,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
4W96,1,sodium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
4WG1,1,sodium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
4WG7,1,sodium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
4WL6,1,sodium,Metal/cations,very high,acidic,ambient,vapor diffusion - unspecified,0
4WL7,1,sodium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
