pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
2RH1,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,unspecified/other,0
3D4S,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,unspecified/other,0
3GXK,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
3GXR,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
3HDF,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3M18,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3NYA,1,bis-tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
3OTP,1,bis-tris,Organic ligands/additives,low-mid,missing,missing,missing,0
4DXZ,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
4GBR,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
4HP0,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4HPI,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4N1C,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
4PHU,2,bis-tris,Organic ligands/additives,mid,neutral,ambient,lipidic cubic phase,0
4R0P,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4XSJ,1,bis-tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
5BZ6,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5V8G,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
5XUW,1,bis-tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
6GNL,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
6HY8,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
6P4A,1,bis-tris,Organic ligands/additives,mid,missing,missing,missing,0
1G7M,1,cacodylate,Organic ligands/additives,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
1GD6,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
1IP3,1,cacodylate,Organic ligands/additives,missing,neutral,cold,vapor diffusion - hanging drop,0
1ZVY,1,cacodylate,Organic ligands/additives,missing,neutral,ambient,vapor diffusion - hanging drop,0
2HUK,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
2HUL,1,cacodylate,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4DXZ,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
4N0J,1,cacodylate,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4PRQ,1,cacodylate,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4PRU,1,cacodylate,Organic ligands/additives,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
5ZTY,1,cacodylate,Organic ligands/additives,mid,mildly acidic,ambient,lipidic cubic phase,0
7AP7,1,cacodylate,Organic ligands/additives,mid,missing,missing,missing,0
1AT6,1,hepes,Organic ligands/additives,mid,mildly basic,cold,unspecified/other,0
1C08,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1EPY,1,hepes,Organic ligands/additives,missing,neutral,cold,vapor diffusion - hanging drop,0
1IC4,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1IC5,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1IC7,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1J1O,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
1J1P,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
1J1X,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
1QTH,1,hepes,Organic ligands/additives,missing,neutral,cold,vapor diffusion - hanging drop,0
1T97,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
1UA6,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1W08,1,hepes,Organic ligands/additives,low-mid,missing,missing,missing,0
1XFP,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1ZMY,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
229L,1,hepes,Organic ligands/additives,low-mid,neutral,cold,vapor diffusion - hanging drop,0
2CWI,1,hepes,Organic ligands/additives,missing,missing,missing,missing,0
2DQC,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQD,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQE,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQG,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQH,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQI,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2DQJ,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2FBD,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2H5Z,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2HUB,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
2NWD,1,hepes,Organic ligands/additives,trace-low,missing,missing,missing,0
3A67,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
3A6B,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
3A6C,1,hepes,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
3E3D,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
3F6Z,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
3RZ4,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
3SBB,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3UON,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
3W6C,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3W6D,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3W6E,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4DAJ,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
4DKL,1,hepes,Organic ligands/additives,mid,neutral,ambient,lipidic cubic phase,0
4EJ4,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
4GLA,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4GLV,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4GN3,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4GN4,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4GN5,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4GRV,1,hepes,Organic ligands/additives,low-mid,missing,missing,missing,0
4I0C,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4KRT,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4N9N,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4NSJ,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4S0W,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,batch,0
4XYY,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
4YC4,1,hepes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
5IEL,1,hepes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
5ZBH,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
6G5V,1,hepes,Organic ligands/additives,mid,missing,missing,missing,0
6LFH,1,hepes,Organic ligands/additives,trace-low,acidic,ambient,vapor diffusion - hanging drop,0
6PRZ,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS0,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS1,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS2,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS3,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS4,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS5,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6PS6,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
6UKC,1,hepes,Organic ligands/additives,mid,mildly acidic,warm,vapor diffusion - hanging drop,0
6XC0,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6XC1,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6ZX9,1,hepes,Organic ligands/additives,mid,missing,cold,vapor diffusion - sitting drop,0
7BE2,1,hepes,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
7BTS,1,hepes,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
7OL5,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
7QQ1,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
7R1Q,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
7Y6A,1,hepes,Organic ligands/additives,low-mid,missing,ambient,microbatch,0
7Z6J,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
7ZU6,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8AJ3,1,hepes,Organic ligands/additives,high,acidic,ambient,vapor diffusion - hanging drop,0
8AJ4,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8BOV,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8BPU,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
8BQR,1,hepes,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
8H3W,1,hepes,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - sitting drop,0
8OMT,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8PFX,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8PFY,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8PH5,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8PH6,1,hepes,Organic ligands/additives,high,mildly basic,ambient,vapor diffusion - hanging drop,0
8RTK,1,hepes,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
9HMQ,1,hepes,Organic ligands/additives,very high,mildly basic,ambient,vapor diffusion - hanging drop,0
9RUV,1,hepes,Organic ligands/additives,mid,mildly basic,warm,vapor diffusion - hanging drop,0
2EIZ,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2EKS,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
2PC2,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
2YSS,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3CB7,1,mes,Organic ligands/additives,low-mid,acidic,ambient,vapor diffusion - sitting drop,0
3CDO,1,mes,Organic ligands/additives,mid,mildly acidic,missing,vapor diffusion - hanging drop,0
3KAM,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
3MGW,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
3OE8,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,lipidic cubic phase,0
3OE9,1,mes,Organic ligands/additives,mid,mildly acidic,ambient,lipidic cubic phase,0
3PDS,1,mes,Organic ligands/additives,mid,neutral,ambient,lipidic cubic phase,0
4JIW,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4LDE,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
4LDL,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
4LDO,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
4OO9,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
4PJ2,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
4PLA,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
5FHW,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
5I14,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
6ET6,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
7OL8,1,mes,Organic ligands/additives,mid,missing,missing,missing,0
7Q04,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
7Q05,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
7Q06,1,mes,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
9HRU,1,mes,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
1DQM,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1DQQ,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1DZB,1,tris,Organic ligands/additives,trace-low,missing,missing,missing,0
1JTM,1,tris,Organic ligands/additives,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
1JTN,1,tris,Organic ligands/additives,very high,neutral,ambient,vapor diffusion - hanging drop,0
1K28,1,tris,Organic ligands/additives,missing,basic,cold,vapor diffusion - hanging drop,0
1RI8,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - hanging drop,0
1WTH,1,tris,Organic ligands/additives,missing,basic,cold,vapor diffusion - hanging drop,0
1XS0,1,tris,Organic ligands/additives,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
261L,1,tris,Organic ligands/additives,low-mid,mildly basic,missing,unspecified/other,0
262L,1,tris,Organic ligands/additives,low-mid,mildly basic,missing,unspecified/other,0
2I25,1,tris,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2RH1,1,tris,Organic ligands/additives,mid,neutral,ambient,unspecified/other,0
2WAG,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
2Z6B,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - hanging drop,0
2ZNW,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
2ZNX,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
3B72,1,tris,Organic ligands/additives,low-mid,mildly basic,warm,vapor diffusion - hanging drop,0
3D4S,1,tris,Organic ligands/additives,mid,neutral,ambient,unspecified/other,0
3G3B,1,tris,Organic ligands/additives,mid,basic,ambient,evaporation,0
3GUI,1,tris,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
3GUJ,1,tris,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - sitting drop,0
3HDF,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3JR6,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
3M18,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
3NY8,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
3NY9,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
3NYA,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
3OE0,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
3OTP,1,tris,Organic ligands/additives,low-mid,missing,missing,missing,0
3P0G,1,tris,Organic ligands/additives,mid,mildly basic,ambient,unspecified/other,0
3PBL,1,tris,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
3RUN,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
3SB5,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
3W6F,1,tris,Organic ligands/additives,low-mid,basic,ambient,vapor diffusion - hanging drop,0
3WYH,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4B49,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
4B4E,1,tris,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4B4I,1,tris,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4B4J,1,tris,Organic ligands/additives,mid,mildly basic,cold,vapor diffusion - hanging drop,0
4DXZ,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
4GBR,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
4HP0,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4HPI,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
4KU0,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
4M4O,1,tris,Organic ligands/additives,low-mid,basic,ambient,vapor diffusion - sitting drop,0
4PGJ,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
4PHU,1,tris,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
4PHU,2,tris,Organic ligands/additives,mid,neutral,ambient,lipidic cubic phase,0
4PJ2,1,tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
4R0P,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
4TN3,1,tris,Organic ligands/additives,mid,missing,ambient,vapor diffusion - sitting drop,0
4U15,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
4U16,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
4XSJ,1,tris,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
5AYU,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
5BZ6,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
5K2K,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5K2N,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5K2P,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5K2Q,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5K2R,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - sitting drop,0
5KW2,1,tris,Organic ligands/additives,mid,missing,ambient,lipidic cubic phase,0
5V8G,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5V92,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5V94,1,tris,Organic ligands/additives,mid,basic,ambient,evaporation,0
5VAS,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5X7D,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
5XUW,1,tris,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
5ZBQ,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
6D9I,1,tris,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
6FSJ,1,tris,Organic ligands/additives,low-mid,missing,ambient,vapor diffusion - sitting drop,0
6GNL,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
6H9D,1,tris,Organic ligands/additives,mid,basic,ambient,vapor diffusion - hanging drop,0
6HY8,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
6JB2,1,tris,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6JB5,1,tris,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6JB8,1,tris,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6OBA,1,tris,Organic ligands/additives,mid,mildly basic,ambient,lipidic cubic phase,0
6P4A,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
6P4D,1,tris,Organic ligands/additives,low-mid,missing,ambient,evaporation,0
6UL3,1,tris,Organic ligands/additives,mid,missing,missing,missing,0
7A70,1,tris,Organic ligands/additives,high,missing,missing,missing,0
7AP7,1,tris,Organic ligands/additives,low-mid,missing,missing,missing,0
7D0W,1,tris,Organic ligands/additives,missing,mildly acidic,warm,vapor diffusion - hanging drop,0
7LOA,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOB,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOC,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOD,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOE,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOF,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LOG,1,tris,Organic ligands/additives,missing,missing,ambient,vapor diffusion - hanging drop,0
7LOJ,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LX6,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LX7,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LX8,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LX9,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
7LXA,1,tris,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
8AAZ,1,tris,Organic ligands/additives,low-mid,missing,missing,missing,0
8BBW,1,tris,Organic ligands/additives,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
8GQ1,1,tris,Organic ligands/additives,missing,basic,ambient,vapor diffusion - sitting drop,0
9GI7,1,tris,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
9RZT,1,tris,Organic ligands/additives,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
1OP9,1,imidazole,Organic ligands/additives,mid,missing,missing,missing,0
1SQ2,1,imidazole,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - sitting drop,0
1T6V,1,imidazole,Organic ligands/additives,mid,mildly acidic,ambient,vapor diffusion - sitting drop,0
1UUZ,1,imidazole,Organic ligands/additives,mid,neutral,missing,unspecified/other,0
5OOY,1,imidazole,Organic ligands/additives,mid,missing,missing,missing,0
6SYC,1,imidazole,Organic ligands/additives,mid,neutral,ambient,vapor diffusion - hanging drop,0
6T5S,1,imidazole,Organic ligands/additives,missing,acidic,ambient,vapor diffusion - sitting drop,0
7OL6,1,imidazole,Organic ligands/additives,mid,missing,missing,missing,0
7Q04,1,imidazole,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
7Q05,1,imidazole,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
7Q06,1,imidazole,Organic ligands/additives,mid,missing,ambient,vapor diffusion - hanging drop,0
8QCU,1,imidazole,Organic ligands/additives,missing,acidic,ambient,vapor diffusion - sitting drop,0
9GHX,1,imidazole,Organic ligands/additives,missing,acidic,ambient,vapor diffusion - sitting drop,0
1AT5,1,acetate,Anions,mid,acidic,missing,unspecified/other,0
1AT6,1,acetate,Anions,high,mildly basic,cold,unspecified/other,0
1B0D,1,acetate,Anions,low-mid,acidic,ambient,vapor diffusion - hanging drop,0
1B5U,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1B5V,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1B5W,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1B5X,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1B5Y,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1BVX,1,acetate,Anions,missing,acidic,missing,unspecified/other,0
1BWH,1,acetate,Anions,high,acidic,missing,batch,0
1BWJ,1,acetate,Anions,high,acidic,ambient,batch,0
1C7P,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1DPX,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1DQJ,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1EQ4,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1EQ5,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1EQE,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1FLQ,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1FLU,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1FLW,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1FLY,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1FN5,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1G7M,1,acetate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
1GWD,1,acetate,Anions,low-mid,acidic,missing,unspecified/other,0
1H6M,1,acetate,Anions,mid,acidic,ambient,vapor diffusion - hanging drop,0
1H87,1,acetate,Anions,low-mid,acidic,ambient,unspecified/other,0
1HF4,1,acetate,Anions,high,acidic,ambient,unspecified/other,0
1IEE,1,acetate,Anions,low-mid,acidic,ambient,batch,0
1IOC,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IOQ,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1IOS,1,acetate,Anions,missing,acidic,ambient,vapor diffusion - hanging drop,0
1IWT,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWU,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWV,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWW,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWX,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWY,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1IWZ,1,acetate,Anions,missing,acidic,cold,vapor diffusion - hanging drop,0
1JIS,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JIT,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JIY,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JJ0,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JJ1,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JJ3,1,acetate,Anions,missing,acidic,ambient,liquid diffusion,0
1JKA,1,acetate,Anions,very high,acidic,missing,unspecified/other,0
1JKB,1,acetate,Anions,very high,acidic,missing,unspecified/other,0
1JKC,1,acetate,Anions,very high,acidic,missing,unspecified/other,0
1JKD,1,acetate,Anions,very high,acidic,missing,unspecified/other,0
1JSF,1,acetate,Anions,very high,acidic,missing,vapor diffusion - unspecified,0
