pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
2ZQ1,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
2ZQ2,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - sitting drop,0
3BEU,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3BTE,1,ammonium,Metal/cations,missing,missing,missing,missing,0
3BTF,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3BTG,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3BTT,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3E8L,1,ammonium,Metal/cations,mid,neutral,ambient,evaporation,0
3GY2,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY3,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY4,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY5,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY6,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY7,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3GY8,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3I77,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
3I78,1,ammonium,Metal/cations,very high,basic,ambient,vapor diffusion - hanging drop,0
3LDI,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
3LJJ,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - sitting drop,0
3LJO,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - sitting drop,0
3MYW,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
3OTJ,1,ammonium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
3PLB,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3PLK,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
3PLP,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3PM3,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3PMJ,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
3PWB,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3PWC,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3PYH,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3Q00,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3QK1,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
3RDY,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
3UNQ,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UNS,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UOP,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UPE,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UQO,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UQV,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UUZ,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UWI,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3UY9,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3V0X,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3V12,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3V13,1,ammonium,Metal/cations,mid,missing,missing,missing,0
3VPK,1,ammonium,Metal/cations,very high,neutral,ambient,vapor diffusion - hanging drop,0
3WNY,1,ammonium,Metal/cations,mid,basic,ambient,vapor diffusion - hanging drop,0
3ZC8,1,ammonium,Metal/cations,very high,neutral,missing,unspecified/other,0
3ZC9,1,ammonium,Metal/cations,very high,acidic,missing,unspecified/other,0
4AB8,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4AB9,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABA,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABB,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABD,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABE,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABF,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABG,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABH,1,ammonium,Metal/cations,mid,mildly acidic,missing,unspecified/other,0
4ABI,1,ammonium,Metal/cations,high,missing,missing,unspecified/other,0
4ABJ,1,ammonium,Metal/cations,high,missing,missing,unspecified/other,0
4AN7,1,ammonium,Metal/cations,mid,missing,missing,missing,0
4BNR,1,ammonium,Metal/cations,mid,mildly acidic,ambient,unspecified/other,0
4DG4,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - hanging drop,0
4DOQ,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4GUX,1,ammonium,Metal/cations,mid,neutral,cold,vapor diffusion - hanging drop,0
4HGC,1,ammonium,Metal/cations,very high,missing,missing,missing,0
4I8G,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4I8H,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4I8J,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4I8K,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4I8L,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4J2Y,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4KTU,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - sitting drop,0
4M7G,1,ammonium,Metal/cations,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
4MTB,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
4TPY,1,ammonium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - unspecified,0
4TTK,1,ammonium,Metal/cations,high,mildly basic,ambient,vapor diffusion - hanging drop,0
4WWY,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
4WXV,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
4XOJ,1,ammonium,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,1
4Y0Y,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
4Y0Z,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
4Y10,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
4Y11,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - unspecified,0
4YTA,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - unspecified,0
5C67,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
5DK1,1,ammonium,Metal/cations,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
5EG4,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
5F6M,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
5KWM,1,ammonium,Metal/cations,very high,mildly basic,warm,vapor diffusion - sitting drop,0
5MN1,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNA,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNB,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNC,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNE,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5MNF,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNG,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNH,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNK,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNL,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNM,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNN,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNO,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNP,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNQ,1,ammonium,Metal/cations,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
5MNX,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNY,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MNZ,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MO0,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MO1,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MO2,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MON,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MOO,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MOP,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MOQ,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MOR,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5MOS,1,ammonium,Metal/cations,mid,mildly basic,cold,vapor diffusion - sitting drop,0
5T3H,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
5TP0,1,ammonium,Metal/cations,high,mildly basic,ambient,vapor diffusion - hanging drop,0
5WVX,1,ammonium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,0
5XOZ,1,ammonium,Metal/cations,high,acidic,ambient,vapor diffusion - sitting drop,0
5YCZ,1,ammonium,Metal/cations,high,mildly basic,ambient,vapor diffusion - hanging drop,0
6D3Y,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
6D40,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
6DWF,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - hanging drop,0
6DWH,1,ammonium,Metal/cations,high,missing,ambient,vapor diffusion - hanging drop,0
6DWR,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
6E5M,1,ammonium,Metal/cations,high,basic,ambient,vapor diffusion - sitting drop,0
6FID,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6JBP,1,ammonium,Metal/cations,very high,basic,ambient,vapor diffusion - hanging drop,0
6KV2,1,ammonium,Metal/cations,high,missing,missing,missing,0
6QIH,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
6QL0,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6SUX,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - unspecified,0
6SV0,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SV6,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SV8,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SV9,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVB,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVD,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVG,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVI,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVJ,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVN,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVR,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVU,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVV,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVW,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVX,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SVZ,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SW0,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
6SWV,1,ammonium,Metal/cations,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
6SY3,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6T0M,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6T0P,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6T5W,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6XYG,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
6XYK,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
6YDY,1,ammonium,Metal/cations,mid,missing,missing,missing,0
6YIS,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - unspecified,0
6YIT,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6YIU,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6YIV,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6YIW,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6YIX,1,ammonium,Metal/cations,missing,missing,missing,missing,0
6YIY,1,ammonium,Metal/cations,missing,missing,missing,missing,0
6YZA,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6YZC,1,ammonium,Metal/cations,missing,neutral,ambient,vapor diffusion - sitting drop,0
6ZFJ,1,ammonium,Metal/cations,missing,missing,missing,missing,0
6ZFK,1,ammonium,Metal/cations,missing,missing,missing,missing,0
6ZQ2,1,ammonium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
7AYS,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
7JR1,1,ammonium,Metal/cations,very high,acidic,ambient,vapor diffusion - hanging drop,0
7JR2,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - hanging drop,0
7JWX,1,ammonium,Metal/cations,very high,missing,missing,missing,0
7PH1,1,ammonium,Metal/cations,very high,missing,ambient,vapor diffusion - sitting drop,0
7Q0X,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - unspecified,0
7QIQ,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - sitting drop,0
7QIR,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - sitting drop,0
7QIS,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - sitting drop,0
7QIT,1,ammonium,Metal/cations,high,neutral,ambient,vapor diffusion - sitting drop,0
8UO7,1,ammonium,Metal/cations,mid,neutral,ambient,vapor diffusion - hanging drop,0
8UTL,1,ammonium,Metal/cations,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
8VAD,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - unspecified,0
8WK1,1,ammonium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,0
9BOK,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
9BOM,1,ammonium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,0
9BOT,1,ammonium,Metal/cations,very high,mildly acidic,ambient,vapor diffusion - hanging drop,0
9CT1,1,ammonium,Metal/cations,mid,acidic,ambient,batch,0
9PNO,1,ammonium,Metal/cations,low-mid,missing,ambient,vapor diffusion - sitting drop,0
1AMH,1,calcium,Metal/cations,low-mid,mildly acidic,cold,unspecified/other,1
1BJU,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
1BJV,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
1C5P,1,calcium,Metal/cations,trace-low,mildly basic,missing,vapor diffusion - unspecified,1
1C5Q,1,calcium,Metal/cations,trace-low,mildly basic,missing,vapor diffusion - unspecified,1
1C5R,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
1C5S,1,calcium,Metal/cations,trace-low,mildly basic,missing,vapor diffusion - unspecified,1
1C5T,1,calcium,Metal/cations,trace-low,mildly basic,missing,vapor diffusion - unspecified,1
1C5U,1,calcium,Metal/cations,trace-low,mildly acidic,missing,vapor diffusion - unspecified,1
1C5V,1,calcium,Metal/cations,trace-low,mildly basic,missing,vapor diffusion - unspecified,1
1G3B,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
1G3C,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
1G3D,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
1G3E,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
1H4W,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
1LQE,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
1MBQ,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
1OS8,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1OSS,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QA0,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QB1,1,calcium,Metal/cations,high,neutral,ambient,vapor diffusion - hanging drop,1
1QB6,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QB9,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QBN,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QBO,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
1QL9,1,calcium,Metal/cations,low-mid,neutral,missing,unspecified/other,1
1S5S,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S6F,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S6H,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S81,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S82,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S83,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S84,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1S85,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
1Y3U,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
1Y3V,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
1Y3Y,1,calcium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
1YP9,1,calcium,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
1ZR0,1,calcium,Metal/cations,missing,mildly basic,warm,vapor diffusion - sitting drop,1
2A31,1,calcium,Metal/cations,missing,mildly basic,warm,vapor diffusion - hanging drop,1
2A32,1,calcium,Metal/cations,missing,mildly basic,warm,vapor diffusion - hanging drop,1
2AGE,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
2AGG,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
2AGI,1,calcium,Metal/cations,missing,mildly acidic,ambient,vapor diffusion - hanging drop,1
2AH4,1,calcium,Metal/cations,missing,acidic,ambient,vapor diffusion - hanging drop,1
2AYW,1,calcium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,1
2CMY,1,calcium,Metal/cations,trace-low,mildly basic,missing,unspecified/other,1
2D8W,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
2FMJ,1,calcium,Metal/cations,high,mildly acidic,ambient,vapor diffusion - hanging drop,1
2FTL,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
2FTM,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
2FX4,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,1
2FX6,1,calcium,Metal/cations,missing,missing,ambient,vapor diffusion - unspecified,1
2G5N,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
2G5V,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
2G8T,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
2J9N,1,calcium,Metal/cations,very high,neutral,ambient,vapor diffusion - sitting drop,1
2OXS,1,calcium,Metal/cations,missing,mildly acidic,warm,vapor diffusion - sitting drop,1
2TIO,1,calcium,Metal/cations,mid,mildly acidic,missing,vapor diffusion - hanging drop,1
3BEU,1,calcium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
3GY2,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY3,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY4,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY5,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY6,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY7,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3GY8,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
3I77,1,calcium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
3IIR,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
3MFJ,1,calcium,Metal/cations,trace-low,neutral,ambient,vapor diffusion - hanging drop,1
3MI4,1,calcium,Metal/cations,trace-low,neutral,ambient,vapor diffusion - hanging drop,1
3OTJ,1,calcium,Metal/cations,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
3P8F,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3VPK,1,calcium,Metal/cations,trace-low,neutral,ambient,vapor diffusion - hanging drop,1
4AB8,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4AB9,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABA,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABB,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABD,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABE,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABF,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABG,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABH,1,calcium,Metal/cations,trace-low,mildly acidic,missing,unspecified/other,1
4ABI,1,calcium,Metal/cations,trace-low,missing,missing,unspecified/other,1
4ABJ,1,calcium,Metal/cations,trace-low,missing,missing,unspecified/other,1
4AOQ,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
4AOR,1,calcium,Metal/cations,low-mid,missing,ambient,vapor diffusion - hanging drop,1
4I8G,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4I8H,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4I8J,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4I8K,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4I8L,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4M7G,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4MTB,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4NCY,1,calcium,Metal/cations,low-mid,neutral,cold,unspecified/other,1
4NIY,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4TPY,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - unspecified,1
5DJ7,1,calcium,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5EG4,1,calcium,Metal/cations,low-mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
5F6M,1,calcium,Metal/cations,mid,missing,ambient,vapor diffusion - hanging drop,1
5GXP,1,calcium,Metal/cations,mid,acidic,ambient,vapor diffusion - hanging drop,1
5LGO,1,calcium,Metal/cations,trace-low,missing,ambient,vapor diffusion - hanging drop,1
5LH4,1,calcium,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
6BVH,1,calcium,Metal/cations,trace-low,mildly acidic,ambient,vapor diffusion - sitting drop,1
6SUX,1,calcium,Metal/cations,missing,neutral,ambient,vapor diffusion - unspecified,1
6SV0,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SV6,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SV8,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SV9,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVB,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVD,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVG,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVI,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVJ,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVN,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVR,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVU,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVV,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVW,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVX,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
6SVZ,1,calcium,Metal/cations,low-mid,neutral,ambient,vapor diffusion - hanging drop,1
