pdb_id,crystal_id,species_name,species_class,concentration_bin,pH_bin,temperature_bin,method_family,observed_in_structure_label
8WU0,1,sodium,Metal/cations,mid,missing,missing,missing,0
8Z4B,1,sodium,Metal/cations,very high,missing,ambient,vapor diffusion - sitting drop,0
9IBB,1,sodium,Metal/cations,mid,mildly basic,ambient,batch,0
9LVC,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9LVD,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9LVE,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9LVX,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9LVY,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9M4X,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9M4Y,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9M4Z,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9M50,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9M51,1,sodium,Metal/cations,mid,missing,ambient,vapor diffusion - sitting drop,0
9QLD,1,sodium,Metal/cations,mid,mildly basic,ambient,batch,0
9R48,1,sodium,Metal/cations,high,missing,missing,missing,0
9R49,1,sodium,Metal/cations,high,missing,missing,missing,0
9R4A,1,sodium,Metal/cations,high,missing,missing,missing,0
9R4B,1,sodium,Metal/cations,high,missing,missing,missing,0
9R4C,1,sodium,Metal/cations,high,missing,missing,missing,0
9R4E,1,sodium,Metal/cations,high,missing,missing,missing,0
1IGR,1,sulfate,Anions,very high,mildly basic,missing,unspecified/other,1
2B4S,1,sulfate,Anions,very high,mildly basic,cold,vapor diffusion - hanging drop,1
2DSR,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,0
2HR7,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,1
3LVP,1,sulfate,Anions,very high,mildly basic,ambient,vapor diffusion - hanging drop,1
3RTO,1,sulfate,Anions,very high,mildly acidic,missing,small tubes,0
3WS3,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4GBC,1,sulfate,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,0
4GBI,1,sulfate,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,0
4GBK,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,0
4GBL,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,0
4GBN,1,sulfate,Anions,very high,neutral,ambient,vapor diffusion - hanging drop,0
4JCJ,1,sulfate,Anions,trace-low,basic,ambient,vapor diffusion - hanging drop,0
4XC4,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
4XSS,1,sulfate,Anions,very high,basic,ambient,vapor diffusion - hanging drop,1
4Y19,1,sulfate,Anions,high,mildly acidic,ambient,vapor diffusion - hanging drop,0
4Y1A,1,sulfate,Anions,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
5BTS,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5HZN,1,sulfate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,1
5JYQ,1,sulfate,Anions,very high,missing,warm,vapor diffusion - sitting drop,1
5U1M,1,sulfate,Anions,missing,missing,ambient,vapor diffusion - hanging drop,0
5U8Q,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,1
5U8R,1,sulfate,Anions,high,neutral,ambient,vapor diffusion - hanging drop,1
5UDP,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
6ROL,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,1
7QHP,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
7VKL,1,sulfate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
7Z5L,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,1
7Z5Q,1,sulfate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,1
9CIV,1,sulfate,Anions,mid,missing,ambient,microbatch,0
9M4X,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
9M4Y,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
9M4Z,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
9M50,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
9M51,1,sulfate,Anions,mid,missing,ambient,vapor diffusion - sitting drop,1
1BEN,1,zinc,Metal/cations,trace-low,mildly acidic,missing,slow cooling,1
1EV3,1,zinc,Metal/cations,mid,basic,ambient,slow cooling,1
1EV6,1,zinc,Metal/cations,mid,neutral,ambient,slow cooling,1
1EVR,1,zinc,Metal/cations,mid,neutral,ambient,slow cooling,1
1G7A,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,slow cooling,1
1G7B,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,slow cooling,1
1HTV,1,zinc,Metal/cations,missing,neutral,ambient,vapor diffusion - hanging drop,1
1MSO,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,slow cooling,1
1OS3,1,zinc,Metal/cations,missing,mildly acidic,ambient,slow cooling,1
1OS4,1,zinc,Metal/cations,missing,mildly acidic,ambient,slow cooling,1
1QIY,1,zinc,Metal/cations,very high,neutral,missing,batch,1
1QIZ,1,zinc,Metal/cations,very high,neutral,missing,batch,1
1QJ0,1,zinc,Metal/cations,very high,neutral,missing,batch,1
1TRZ,1,zinc,Metal/cations,mid,mildly acidic,missing,unspecified/other,1
1UZ9,1,zinc,Metal/cations,trace-low,mildly basic,missing,unspecified/other,1
1W8P,1,zinc,Metal/cations,missing,mildly basic,missing,unspecified/other,1
1XDA,1,zinc,Metal/cations,missing,mildly basic,missing,unspecified/other,1
1ZEG,1,zinc,Metal/cations,very high,neutral,missing,batch,1
1ZEH,1,zinc,Metal/cations,very high,neutral,missing,batch,1
1ZNJ,1,zinc,Metal/cations,missing,neutral,missing,batch,1
2A3G,1,zinc,Metal/cations,missing,mildly acidic,ambient,slow cooling,1
2QIU,1,zinc,Metal/cations,missing,missing,missing,missing,1
3BXQ,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3FHP,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,liquid diffusion,1
3FQ9,1,zinc,Metal/cations,missing,missing,missing,missing,1
3GKY,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3JSD,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3KQ6,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3P2X,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3P33,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3ROV,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3RTO,1,zinc,Metal/cations,very high,mildly acidic,missing,small tubes,1
3V19,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3V1G,1,zinc,Metal/cations,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3W7Y,1,zinc,Metal/cations,missing,basic,ambient,vapor diffusion - hanging drop,1
3W7Z,1,zinc,Metal/cations,missing,basic,ambient,vapor diffusion - hanging drop,1
3W80,1,zinc,Metal/cations,missing,basic,ambient,vapor diffusion - hanging drop,1
4E7T,1,zinc,Metal/cations,trace-low,neutral,ambient,vapor diffusion - hanging drop,1
4E7U,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,batch,1
4E7V,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
4FKA,1,zinc,Metal/cations,very high,missing,missing,missing,0
4JCJ,1,zinc,Metal/cations,trace-low,basic,ambient,vapor diffusion - hanging drop,1
4P65,1,zinc,Metal/cations,missing,missing,cold,vapor diffusion - hanging drop,1
5E7W,1,zinc,Metal/cations,mid,mildly acidic,ambient,batch,1
5EMS,1,zinc,Metal/cations,missing,missing,ambient,vapor diffusion - hanging drop,1
5HPR,1,zinc,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - sitting drop,0
5HPU,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
5HRQ,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
5UDP,1,zinc,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - hanging drop,1
5UOZ,1,zinc,Metal/cations,trace-low,mildly basic,ambient,vapor diffusion - unspecified,0
5UQA,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,1
5URU,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
5USS,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
5UU3,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
5UU4,1,zinc,Metal/cations,low-mid,mildly basic,ambient,vapor diffusion - sitting drop,1
6GNQ,1,zinc,Metal/cations,missing,mildly acidic,ambient,batch,1
6TC2,1,zinc,Metal/cations,trace-low,mildly acidic,ambient,batch,1
6TYH,1,zinc,Metal/cations,missing,missing,ambient,vapor diffusion - sitting drop,1
7JP3,1,zinc,Metal/cations,missing,missing,ambient,vapor diffusion - hanging drop,1
7QAC,1,zinc,Metal/cations,trace-low,basic,ambient,batch,0
7QAC,2,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,0
7QAC,3,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,0
7QAC,4,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,0
7QAC,5,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,0
7QAC,6,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,0
7S4Y,1,zinc,Metal/cations,trace-low,missing,ambient,batch,1
8PI5,1,zinc,Metal/cations,missing,basic,ambient,vapor diffusion - sitting drop,1
9IBB,1,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,1
9QLD,1,zinc,Metal/cations,trace-low,mildly basic,ambient,batch,1
1EV3,1,cresol,Organic ligands/additives,high,basic,ambient,slow cooling,1
1EV6,1,cresol,Organic ligands/additives,high,neutral,ambient,slow cooling,1
1UZ9,1,cresol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,1
1ZEH,1,cresol,Organic ligands/additives,very high,neutral,missing,batch,1
2OMG,1,cresol,Organic ligands/additives,low-mid,missing,missing,missing,1
4E7V,1,cresol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
6GNQ,1,cresol,Organic ligands/additives,missing,mildly acidic,ambient,batch,1
9IBB,1,cresol,Organic ligands/additives,missing,mildly basic,ambient,batch,1
1JCA,1,phenol,Organic ligands/additives,missing,missing,missing,missing,0
1Q4V,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
1QIY,1,phenol,Organic ligands/additives,very high,neutral,missing,batch,1
1QIZ,1,phenol,Organic ligands/additives,very high,neutral,missing,batch,0
1RWE,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
1W8P,1,phenol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,1
1XW7,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
1ZEG,1,phenol,Organic ligands/additives,very high,neutral,missing,batch,1
1ZNJ,1,phenol,Organic ligands/additives,missing,neutral,missing,batch,1
2WRV,1,phenol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,0
2WS0,1,phenol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,0
2WS6,1,phenol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,1
2WS7,1,phenol,Organic ligands/additives,missing,mildly basic,missing,unspecified/other,1
3BXQ,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
3FQ9,1,phenol,Organic ligands/additives,missing,missing,missing,missing,0
3GKY,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3JSD,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3KQ6,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3P2X,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3P33,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3ROV,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
3V19,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3V1G,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - unspecified,1
3ZQR,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
3ZS2,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
4AJZ,1,phenol,Organic ligands/additives,trace-low,missing,missing,missing,1
4P65,1,phenol,Organic ligands/additives,missing,missing,cold,vapor diffusion - hanging drop,1
5BQQ,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
5EMS,1,phenol,Organic ligands/additives,missing,missing,ambient,vapor diffusion - hanging drop,1
5HPU,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
5HRQ,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
5UDP,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
5UQA,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - hanging drop,1
5URU,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
5USS,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
5UU3,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
5UU4,1,phenol,Organic ligands/additives,missing,mildly basic,ambient,vapor diffusion - sitting drop,1
6CK2,1,phenol,Organic ligands/additives,missing,missing,missing,missing,1
6TYH,1,phenol,Organic ligands/additives,missing,missing,ambient,vapor diffusion - sitting drop,1
7JP3,1,phenol,Organic ligands/additives,missing,missing,ambient,vapor diffusion - hanging drop,1
8ONR,1,phenol,Organic ligands/additives,mid,missing,missing,missing,1
1B9E,1,citrate,Anions,mid,missing,missing,missing,0
1BEN,1,citrate,Anions,low-mid,mildly acidic,missing,slow cooling,0
1EV3,1,citrate,Anions,high,basic,ambient,slow cooling,0
1EV6,1,citrate,Anions,high,neutral,ambient,slow cooling,0
1EVR,1,citrate,Anions,high,neutral,ambient,slow cooling,0
1G7A,1,citrate,Anions,low-mid,mildly acidic,ambient,slow cooling,0
1G7B,1,citrate,Anions,low-mid,mildly acidic,ambient,slow cooling,0
1HTV,1,citrate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
1J73,1,citrate,Anions,missing,missing,missing,missing,0
1JCA,1,citrate,Anions,missing,missing,missing,missing,0
1M5A,1,citrate,Anions,missing,mildly acidic,warm,slow cooling,0
1MSO,1,citrate,Anions,low-mid,mildly acidic,ambient,slow cooling,0
1OS3,1,citrate,Anions,missing,mildly acidic,ambient,slow cooling,0
1OS4,1,citrate,Anions,missing,mildly acidic,ambient,slow cooling,0
1Q4V,1,citrate,Anions,missing,missing,missing,missing,0
1QIY,1,citrate,Anions,high,neutral,missing,batch,0
1QIZ,1,citrate,Anions,high,neutral,missing,batch,0
1QJ0,1,citrate,Anions,high,neutral,missing,batch,0
1RWE,1,citrate,Anions,missing,missing,missing,missing,0
1TGR,1,citrate,Anions,missing,missing,missing,missing,0
1TRZ,1,citrate,Anions,mid,mildly acidic,missing,unspecified/other,0
1UZ9,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
1W8P,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
1XDA,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
1XW7,1,citrate,Anions,missing,missing,missing,missing,0
1ZEG,1,citrate,Anions,very high,neutral,missing,batch,0
1ZEH,1,citrate,Anions,very high,neutral,missing,batch,0
2A3G,1,citrate,Anions,missing,mildly acidic,ambient,slow cooling,0
2QIU,1,citrate,Anions,missing,missing,missing,missing,0
2R34,1,citrate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
2R35,1,citrate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
2R36,1,citrate,Anions,missing,neutral,ambient,vapor diffusion - hanging drop,0
2RGT,1,citrate,Anions,high,missing,missing,missing,0
2WRV,1,citrate,Anions,missing,mildly basic,missing,unspecified/other,0
2WS0,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
2WS6,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
2WS7,1,citrate,Anions,low-mid,mildly basic,missing,unspecified/other,0
2ZP6,1,citrate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
3BXQ,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3ETA,1,citrate,Anions,high,missing,missing,missing,0
3EXX,1,citrate,Anions,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
3FHP,1,citrate,Anions,low-mid,mildly acidic,ambient,liquid diffusion,0
3FQ9,1,citrate,Anions,very high,missing,missing,missing,0
3GKY,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3HYD,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
3ILG,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
3INC,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
3IR0,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
3JSD,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - unspecified,0
3KQ6,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - unspecified,0
3KRM,1,citrate,Anions,very high,missing,missing,missing,0
3P2X,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3P33,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3P7L,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
3P7O,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
3ROV,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3RTO,1,citrate,Anions,very high,mildly acidic,missing,small tubes,0
3TT8,1,citrate,Anions,trace-low,mildly acidic,missing,vapor diffusion - hanging drop,0
3TUV,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - sitting drop,0
3UTS,1,citrate,Anions,mid,missing,missing,missing,0
3UTT,1,citrate,Anions,mid,missing,missing,missing,0
3V19,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - unspecified,0
3V1G,1,citrate,Anions,low-mid,mildly basic,ambient,vapor diffusion - unspecified,0
3W11,1,citrate,Anions,high,missing,missing,missing,0
3W12,1,citrate,Anions,high,missing,missing,missing,0
3W13,1,citrate,Anions,high,missing,missing,missing,0
3W7Y,1,citrate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,0
3W7Z,1,citrate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,0
3W80,1,citrate,Anions,mid,basic,ambient,vapor diffusion - hanging drop,0
3ZU1,1,citrate,Anions,mid,missing,missing,missing,0
3ZXB,1,citrate,Anions,high,mildly basic,missing,unspecified/other,0
4CXL,1,citrate,Anions,missing,mildly basic,missing,unspecified/other,0
4CXN,1,citrate,Anions,mid,mildly basic,missing,unspecified/other,0
4E7T,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4E7U,1,citrate,Anions,low-mid,mildly acidic,ambient,batch,0
4E7V,1,citrate,Anions,high,mildly basic,ambient,vapor diffusion - hanging drop,0
4F0O,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
4FKA,1,citrate,Anions,very high,missing,missing,missing,0
4IYD,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4IYF,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
4M4F,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4M4H,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4M4I,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4M4J,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4M4L,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4M4M,1,citrate,Anions,low-mid,neutral,ambient,vapor diffusion - hanging drop,0
4NIB,1,citrate,Anions,high,missing,missing,missing,0
4OGA,1,citrate,Anions,high,missing,missing,missing,0
4P65,1,citrate,Anions,missing,missing,cold,vapor diffusion - hanging drop,0
4RXW,1,citrate,Anions,trace-low,mildly acidic,ambient,vapor diffusion - hanging drop,0
5AZZ,1,citrate,Anions,missing,mildly acidic,ambient,vapor diffusion - sitting drop,0
5E7W,1,citrate,Anions,high,mildly acidic,ambient,batch,0
5EMS,1,citrate,Anions,mid,missing,ambient,vapor diffusion - hanging drop,0
5EN9,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
5ENA,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
5HPR,1,citrate,Anions,high,mildly basic,ambient,vapor diffusion - sitting drop,0
5HPU,1,citrate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
5HQI,1,citrate,Anions,mid,missing,missing,missing,0
5HRQ,1,citrate,Anions,very high,mildly basic,ambient,vapor diffusion - sitting drop,0
5UOE,1,citrate,Anions,low-mid,missing,missing,missing,0
5UOZ,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - unspecified,0
5UQA,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
5URT,1,citrate,Anions,mid,missing,missing,missing,0
5URU,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5USP,1,citrate,Anions,mid,missing,missing,missing,0
5USS,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5USV,1,citrate,Anions,mid,missing,missing,missing,0
5UU2,1,citrate,Anions,mid,missing,missing,missing,0
5UU3,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
5UU4,1,citrate,Anions,mid,mildly basic,ambient,vapor diffusion - sitting drop,0
6S34,1,citrate,Anions,mid,missing,missing,missing,0
6TYH,1,citrate,Anions,missing,missing,ambient,vapor diffusion - sitting drop,0
7JP3,1,citrate,Anions,low-mid,missing,ambient,vapor diffusion - hanging drop,0
7MJ6,1,citrate,Anions,high,missing,missing,missing,0
7MJ7,1,citrate,Anions,high,missing,missing,missing,0
7MJ8,1,citrate,Anions,high,missing,missing,missing,0
7PPM,1,citrate,Anions,mid,mildly acidic,cold,vapor diffusion - hanging drop,0
7S4Y,1,citrate,Anions,low-mid,missing,ambient,batch,0
7VSJ,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
7XRX,1,citrate,Anions,very high,missing,missing,missing,0
7YEW,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
7YEY,1,citrate,Anions,mid,mildly acidic,ambient,vapor diffusion - hanging drop,0
8IVD,1,citrate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
8PI6,1,citrate,Anions,mid,missing,missing,missing,0
8WU0,1,citrate,Anions,mid,missing,missing,missing,0
3T2A,1,malate,Anions,mid,missing,missing,missing,0
5JYQ,1,malate,Anions,very high,missing,warm,vapor diffusion - sitting drop,0
5U8Q,1,malate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
5U8R,1,malate,Anions,mid,neutral,ambient,vapor diffusion - hanging drop,0
6Q8Q,1,malate,Anions,high,missing,missing,missing,0
8DWN,1,malate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
3UTQ,1,tartrate,Anions,mid,missing,missing,missing,0
5T7R,1,tartrate,Anions,high,basic,warm,vapor diffusion - hanging drop,0
6NWV,1,tartrate,Anions,mid,missing,missing,missing,0
8VCY,1,tartrate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
8VD0,1,tartrate,Anions,mid,mildly basic,ambient,vapor diffusion - hanging drop,0
1G1F,1,peg,PEG/polymer,missing,mildly basic,warm,vapor diffusion - hanging drop,0
1G1G,1,peg,PEG/polymer,missing,neutral,warm,vapor diffusion - hanging drop,0
1G1H,1,peg,PEG/polymer,missing,mildly basic,warm,vapor diffusion - hanging drop,0
1GAG,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - hanging drop,0
1GZR,1,peg,PEG/polymer,trace-low,mildly basic,missing,vapor diffusion - hanging drop,0
1GZY,1,peg,PEG/polymer,trace-low,mildly basic,missing,vapor diffusion - hanging drop,0
1GZZ,1,peg,PEG/polymer,trace-low,mildly basic,missing,vapor diffusion - hanging drop,0
1H02,1,peg,PEG/polymer,trace-low,mildly basic,missing,vapor diffusion - hanging drop,0
1I44,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - hanging drop,0
1IMX,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
1IR3,1,peg,PEG/polymer,missing,mildly basic,missing,unspecified/other,0
1JK8,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - hanging drop,0
1K3A,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - hanging drop,0
1M7N,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
1P4O,1,peg,PEG/polymer,missing,basic,cold,vapor diffusion - sitting drop,0
1WQJ,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - sitting drop,0
2B4S,1,peg,PEG/polymer,missing,mildly basic,cold,vapor diffusion - hanging drop,0
2DSP,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
2DSQ,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
2DSR,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
2HR7,1,peg,PEG/polymer,missing,basic,ambient,vapor diffusion - hanging drop,0
2WBY,1,peg,PEG/polymer,missing,neutral,missing,unspecified/other,0
2Z8C,1,peg,PEG/polymer,missing,missing,missing,vapor diffusion - hanging drop,0
3E4A,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3E4Z,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3KR3,1,peg,PEG/polymer,missing,acidic,ambient,vapor diffusion - unspecified,0
3OFI,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3P7L,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3P7O,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3QZ2,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
3TUV,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - sitting drop,0
3WS3,1,peg,PEG/polymer,missing,mildly basic,ambient,vapor diffusion - sitting drop,0
4DTT,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
4DWK,1,peg,PEG/polymer,missing,neutral,ambient,vapor diffusion - hanging drop,0
4FG3,1,peg,PEG/polymer,missing,mildly acidic,ambient,vapor diffusion - hanging drop,0
