group_id,species_group_id,pdb_id,crystal_id,protein,species_name,species_major_class,species_minor_class,species_role_class,is_ion_like,is_anion,is_cation,is_metal_cation,is_monovalent_cation,is_divalent_cation,is_screen_relevant_anion,is_buffer_like,is_solvent_like,is_polymeric_precipitant,is_polyol_like,is_ionic_liquid_or_des,condition_segment_count,has_numeric_concentration,concentration_value_count,concentration_numeric_min,concentration_numeric_max,concentration_numeric_mean,concentration_unit_primary,concentration_unit_family,molar_equivalent_min,molar_equivalent_max,molar_equivalent_mean,concentration_bin,method_family,p_h,temp_k,observed_in_structure,observed_in_structure_label,explicit_entity_present_label,retained_multicopy_label,explicit_entity_count,explicit_compound_count,solvent_content_percent,solvent_content_regime,matthews_density,resolution_high_a,resolution_regime,space_group_hm
lysozyme|4XEN|1,lysozyme|4XEN|1|chloride,4XEN,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,293.0,yes,1,1,0,1,1,35.94,compact,1.92,1.55,high,P 43 21 2
lysozyme|4YEN|1,lysozyme|4YEN|1|chloride,4YEN,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.04,10.0,3.408,mixed,mixed,0.04,1.0,0.68,high,batch,4.7,295.0,yes,1,1,0,1,1,40.68,intermediate,2.07,2.0,medium,P 43 21 2
lysozyme|4YM8|1,lysozyme|4YM8|1|chloride,4YM8,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,293.0,yes,1,1,0,1,1,40.68,intermediate,2.07,2.1,medium,P 43 21 2
lysozyme|4YOP|1,lysozyme|4YOP|1|chloride,4YOP,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,3.0,293.0,yes,1,1,0,1,1,40.68,intermediate,2.07,2.1,medium,P 43 21 2
lysozyme|5DM9|1,lysozyme|5DM9|1|chloride,5DM9,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,3.0,290.0,yes,1,1,0,1,1,40.79,intermediate,2.08,2.3,medium,P 43 21 2
lysozyme|5E4P|1,lysozyme|5E4P|1|chloride,5E4P,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,313.0,no,0,0,0,0,0,21.14,compact,1.56,1.79,high,P 21 21 21
lysozyme|5EBH|1,lysozyme|5EBH|1|chloride,5EBH,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.25,1.25,1.25,M,molar,1.25,1.25,1.25,high,vapor diffusion - sitting drop,,298.0,no,0,0,0,0,0,39.06,compact,2.02,1.2,high,P 43 21 2
lysozyme|5F14|1,lysozyme|5F14|1|chloride,5F14,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,10.0,10.0,10.0,%,percent,,,,nonmolar_numeric,vapor diffusion - sitting drop,4.6,298.0,yes,1,1,0,1,1,39.12,compact,2.02,1.15,high,P 43 21 2
lysozyme|5F16|1,lysozyme|5F16|1|chloride,5F16,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2.0,2.0,2.0,M,molar,2.0,2.0,2.0,very_high,vapor diffusion - sitting drop,7.5,298.0,yes,1,1,0,1,1,38.55,compact,2.0,1.2,high,P 43 21 2
lysozyme|5F81|1,lysozyme|5F81|1|chloride,5F81,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,6.0,10.0,8.0,mixed,percent,,,,nonmolar_numeric,batch,4.6,295.0,yes,1,1,0,1,1,39.17,compact,2.02,2.13,medium,P 43 21 2
lysozyme|5FHW|1,lysozyme|5FHW|1|chloride,5FHW,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2.0,2.0,2.0,M,molar,2.0,2.0,2.0,very_high,vapor diffusion - sitting drop,6.5,289.0,no,0,0,0,0,0,38.45,compact,2.0,1.52,high,P 43 21 2
lysozyme|5GWB|1,lysozyme|5GWB|1|chloride,5GWB,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - hanging drop,4.5,300.0,yes,1,1,0,1,1,35.78,compact,1.92,2.0,medium,P 43 21 2
lysozyme|5HLL|1,lysozyme|5HLL|1|chloride,5HLL,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,0.04,10.0,3.6799999999999997,mixed,mixed,0.04,1.0,0.52,high,batch,4.7,295.0,yes,1,1,0,1,1,40.75,intermediate,2.08,1.7,high,P 43 21 2
lysozyme|5HNC|1,lysozyme|5HNC|1|chloride,5HNC,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,4.5,313.0,no,0,0,0,0,0,44.37,intermediate,2.21,1.76,high,P 21 21 21
lysozyme|5HNL|1,lysozyme|5HNL|1|chloride,5HNL,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,313.0,no,0,0,0,0,0,44.19,intermediate,2.2,2.42,medium,P 21 21 21
lysozyme|5I4W|1,lysozyme|5I4W|1|chloride,5I4W,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - sitting drop,3.5,295.0,no,0,0,0,0,0,38.35,compact,2.0,1.6,high,P 43 21 2
lysozyme|5I4X|1,lysozyme|5I4X|1|chloride,5I4X,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - sitting drop,3.5,295.0,yes,1,1,0,1,1,38.42,compact,2.0,1.61,high,P 43 21 2
lysozyme|5I4Y|1,lysozyme|5I4Y|1|chloride,5I4Y,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - sitting drop,3.5,295.0,yes,1,1,0,1,1,38.05,compact,1.99,1.61,high,P 43 21 2
lysozyme|5I53|1,lysozyme|5I53|1|chloride,5I53,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - sitting drop,3.5,295.0,yes,1,1,0,1,1,38.44,compact,2.0,1.61,high,P 43 21 2
lysozyme|5I54|1,lysozyme|5I54|1|chloride,5I54,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - sitting drop,3.5,295.0,yes,1,1,0,1,1,38.33,compact,1.99,1.61,high,P 43 21 2
lysozyme|5K2S|1,lysozyme|5K2S|1|chloride,5K2S,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.2,0.2,0.2,M,molar,0.2,0.2,0.2,mid,vapor diffusion - sitting drop,,293.0,no,0,0,0,0,0,37.56,compact,1.97,1.55,high,P 43 21 2
lysozyme|5KXK|1,lysozyme|5KXK|1|chloride,5KXK,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,yes,1,1,0,1,1,36.55,compact,1.94,1.2,high,P 43 21 2
lysozyme|5KXL|1,lysozyme|5KXL|1|chloride,5KXL,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,yes,1,1,0,1,1,36.6,compact,1.94,1.2,high,P 43 21 2
lysozyme|5KXM|1,lysozyme|5KXM|1|chloride,5KXM,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,yes,1,1,0,1,1,36.55,compact,1.94,1.2,high,P 43 21 2
lysozyme|5KXN|1,lysozyme|5KXN|1|chloride,5KXN,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,yes,1,1,0,1,1,36.6,compact,1.94,1.2,high,P 43 21 2
lysozyme|5KXO|1,lysozyme|5KXO|1|chloride,5KXO,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.69,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXP|1,lysozyme|5KXP|1|chloride,5KXP,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.68,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXR|1,lysozyme|5KXR|1|chloride,5KXR,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.68,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXS|1,lysozyme|5KXS|1|chloride,5KXS,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.68,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXT|1,lysozyme|5KXT|1|chloride,5KXT,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.69,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXW|1,lysozyme|5KXW|1|chloride,5KXW,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.69,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXX|1,lysozyme|5KXX|1|chloride,5KXX,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.71,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXY|1,lysozyme|5KXY|1|chloride,5KXY,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.71,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KXZ|1,lysozyme|5KXZ|1|chloride,5KXZ,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.7,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5KY1|1,lysozyme|5KY1|1|chloride,5KY1,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - sitting drop,4.5,291.0,no,0,0,0,0,0,40.71,intermediate,2.07,1.2,high,P 43 21 2
lysozyme|5L3H|1,lysozyme|5L3H|1|chloride,5L3H,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.05,462.5,202.01,mixed,mixed,0.05,462.5,250.0125,very_high,batch,4.7,295.0,yes,1,1,0,1,1,38.7,compact,2.01,1.7,high,P 43 21 2
lysozyme|5L3I|1,lysozyme|5L3I|1|chloride,5L3I,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.05,462.5,202.01,mixed,mixed,0.05,462.5,250.0125,very_high,batch,4.7,295.0,yes,1,1,0,1,1,37.5,compact,1.97,1.7,high,P 43 21 2
lysozyme|5LIN|1,lysozyme|5LIN|1|chloride,5LIN,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - hanging drop,,298.0,yes,1,1,0,1,1,37.23,compact,1.96,1.5,high,P 43 21 2
lysozyme|5LIO|1,lysozyme|5LIO|1|chloride,5LIO,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - hanging drop,,298.0,yes,1,1,0,1,1,38.02,compact,1.98,1.5,high,P 43 21 2
lysozyme|5LXW|1,lysozyme|5LXW|1|chloride,5LXW,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,10.0,462.5,236.25,mixed,mixed,462.5,462.5,462.5,very_high,batch,4.7,295.0,yes,1,1,0,1,1,40.84,intermediate,2.08,1.0,high,P 43 21 2
lysozyme|5O6Q|1,lysozyme|5O6Q|1|chloride,5O6Q,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4,0.02,20.0,5.23,mixed,mixed,0.02,0.8,0.3066666666666667,mid,vapor diffusion - hanging drop,4.6,291.0,yes,1,1,0,1,1,37.73,compact,1.98,1.45,high,P 43 21 2
lysozyme|5OER|1,lysozyme|5OER|1|chloride,5OER,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,293.0,no,0,0,0,0,0,42.5,intermediate,2.14,1.9,medium,P 43 21 2
lysozyme|5VBA|1,lysozyme|5VBA|1|chloride,5VBA,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - hanging drop,9.0,294.0,yes,1,1,0,1,1,47.23,intermediate,2.33,2.27,medium,P 21 21 21
lysozyme|5WR9|1,lysozyme|5WR9|1|chloride,5WR9,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,285.0,yes,1,1,0,1,1,42.62,intermediate,2.14,1.8,high,P 43 21 2
lysozyme|5WRA|1,lysozyme|5WRA|1|chloride,5WRA,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,299.0,yes,1,1,0,1,1,41.89,intermediate,2.12,1.45,high,P 43 21 2
lysozyme|5WRB|1,lysozyme|5WRB|1|chloride,5WRB,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,batch,,290.0,yes,1,1,0,1,1,41.74,intermediate,2.11,2.0,medium,P 43 21 2
lysozyme|6A4N|1,lysozyme|6A4N|1|chloride,6A4N,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,0.1,20.0,7.2,mixed,mixed,0.1,1.5,0.8,high,vapor diffusion - unspecified,4.6,300.0,yes,1,1,0,1,1,37.49,compact,1.97,1.75,high,P 43 21 2
lysozyme|6A4O|1,lysozyme|6A4O|1|chloride,6A4O,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.1,20.0,4.62,mixed,mixed,0.1,1.5,0.775,high,vapor diffusion - hanging drop,4.6,300.0,yes,1,1,0,1,1,38.1,compact,1.99,1.75,high,P 43 21 2
lysozyme|6A4P|1,lysozyme|6A4P|1|chloride,6A4P,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.1,20.0,4.62,mixed,mixed,0.1,1.5,0.775,high,vapor diffusion - hanging drop,4.6,300.0,yes,1,1,0,1,1,37.98,compact,1.98,1.76,high,P 43 21 2
lysozyme|6A4Q|1,lysozyme|6A4Q|1|chloride,6A4Q,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,5,0.1,20.0,4.62,mixed,mixed,0.1,1.5,0.775,high,vapor diffusion - hanging drop,4.6,300.0,yes,1,1,0,1,1,38.73,compact,2.01,1.75,high,P 43 21 2
lysozyme|6B7U|1,lysozyme|6B7U|1|chloride,6B7U,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.7,0.7,0.7,M,molar,0.7,0.7,0.7,high,vapor diffusion - sitting drop,,291.0,yes,1,1,0,1,1,37.39,compact,1.96,1.58,high,P 43 21 2
lysozyme|6B7V|1,lysozyme|6B7V|1|chloride,6B7V,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.7,0.7,0.7,M,molar,0.7,0.7,0.7,high,vapor diffusion - sitting drop,,291.0,yes,1,1,0,1,1,37.58,compact,1.97,1.48,high,P 43 21 2
lysozyme|6B7W|1,lysozyme|6B7W|1|chloride,6B7W,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.9,0.9,0.9,M,molar,0.9,0.9,0.9,high,vapor diffusion - sitting drop,,291.0,yes,1,1,0,1,1,38.12,compact,1.99,1.48,high,P 43 21 2
lysozyme|6BO1|1,lysozyme|6BO1|1|chloride,6BO1,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.8,0.8,0.8,M,molar,0.8,0.8,0.8,high,vapor diffusion - hanging drop,4.7,294.0,no,0,0,0,0,0,37.94,compact,1.98,1.24,high,P 43 21 2
lysozyme|6BO2|1,lysozyme|6BO2|1|chloride,6BO2,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.8,0.8,0.8,M,molar,0.8,0.8,0.8,high,vapor diffusion - hanging drop,4.7,294.0,yes,1,1,0,1,1,38.44,compact,2.0,1.48,high,P 43 21 2
lysozyme|6BRE|1,lysozyme|6BRE|1|chloride,6BRE,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.5,1.5,1.5,M,molar,1.5,1.5,1.5,very_high,vapor diffusion - hanging drop,4.6,300.0,yes,1,1,0,1,1,41.53,intermediate,2.1,1.86,medium,P 43 21 2
lysozyme|6D9I|1,lysozyme|6D9I|1|chloride,6D9I,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,150.0,200.0,175.0,mM,molar,0.15,0.2,0.175,mid,vapor diffusion - sitting drop,8.0,293.0,yes,1,1,0,1,1,31.07,compact,1.78,1.15,high,P 1 21 1
lysozyme|6F1L|1,lysozyme|6F1L|1|chloride,6F1L,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.5,0.5,0.5,M,molar,0.5,0.5,0.5,high,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,44.21,intermediate,2.2,1.3,high,P 21 21 21
lysozyme|6F1M|1,lysozyme|6F1M|1|chloride,6F1M,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.5,0.5,0.5,M,molar,0.5,0.5,0.5,high,vapor diffusion - hanging drop,4.5,298.0,no,0,0,0,0,0,37.3,compact,1.96,1.48,high,P 21 21 21
lysozyme|6F1O|1,lysozyme|6F1O|1|chloride,6F1O,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.2,0.2,0.2,M,molar,0.2,0.2,0.2,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,44.11,intermediate,2.2,0.96,high,P 21 21 21
lysozyme|6F1P|1,lysozyme|6F1P|1|chloride,6F1P,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.2,0.2,0.2,M,molar,0.2,0.2,0.2,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,38.13,compact,1.99,1.12,high,P 43 21 2
lysozyme|6F1R|1,lysozyme|6F1R|1|chloride,6F1R,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.5,0.5,0.5,M,molar,0.5,0.5,0.5,high,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,38.13,compact,1.99,1.1,high,P 43 21 2
lysozyme|6F2J|1,lysozyme|6F2J|1|chloride,6F2J,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,4,100.0,800.0,300.0,mM,molar,0.1,0.8,0.30000000000000004,mid,vapor diffusion - hanging drop,,293.0,yes,1,1,0,1,1,38.45,compact,2.0,1.3,high,P 43 21 2
lysozyme|6F2K|1,lysozyme|6F2K|1|chloride,6F2K,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,missing,missing,,,,missing,vapor diffusion - hanging drop,,293.0,yes,1,1,0,1,1,38.6,compact,2.0,1.5,high,P 43 21 2
lysozyme|6F9X|1,lysozyme|6F9X|1|chloride,6F9X,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.3,0.3,0.3,M,molar,0.3,0.3,0.3,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,44.08,intermediate,2.2,1.25,high,P 21 21 21
lysozyme|6F9Y|1,lysozyme|6F9Y|1|chloride,6F9Y,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.3,0.3,0.3,M,molar,0.3,0.3,0.3,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,44.56,intermediate,2.22,1.2,high,P 21 21 21
lysozyme|6F9Z|1,lysozyme|6F9Z|1|chloride,6F9Z,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.4,0.4,0.4,M,molar,0.4,0.4,0.4,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,43.11,intermediate,2.16,1.2,high,P 21 21 21
lysozyme|6FA0|1,lysozyme|6FA0|1|chloride,6FA0,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.4,0.4,0.4,M,molar,0.4,0.4,0.4,mid,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,44.2,intermediate,2.2,1.3,high,P 21 21 21
lysozyme|6FRO|1,lysozyme|6FRO|1|chloride,6FRO,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,800.0,800.0,800.0,mM,molar,0.8,0.8,0.8,high,vapor diffusion - hanging drop,,293.0,no,0,0,0,0,0,35.83,compact,1.92,1.42,high,P 43 21 2
lysozyme|6FRQ|1,lysozyme|6FRQ|1|chloride,6FRQ,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,800.0,800.0,800.0,mM,molar,0.8,0.8,0.8,high,vapor diffusion - hanging drop,,293.0,yes,1,1,0,1,1,39.14,compact,2.02,1.69,high,P 43 21 2
lysozyme|6G5C|1,lysozyme|6G5C|1|chloride,6G5C,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,7,0.1,25.0,9.094285714285714,mixed,mixed,0.1,4.0,2.033333333333333,very_high,vapor diffusion - hanging drop,5.0,296.0,yes,1,1,0,1,1,38.55,compact,2.0,1.8,high,P 43 21 2
lysozyme|6HT2|1,lysozyme|6HT2|1|chloride,6HT2,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.5,1.5,1.5,M,molar,1.5,1.5,1.5,very_high,vapor diffusion - hanging drop,,293.0,yes,1,1,0,1,1,40.5,intermediate,2.07,2.6,lower,P 1 21 1
lysozyme|6HU5|1,lysozyme|6HU5|1|chloride,6HU5,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.5,1.5,1.5,M,molar,1.5,1.5,1.5,very_high,unspecified/other,,,yes,1,1,0,1,1,40.5,intermediate,2.07,2.8,lower,P 1 21 1
lysozyme|6LFH|1,lysozyme|6LFH|1|chloride,6LFH,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,2,1,3,0.12,30.0,10.873333333333335,mixed,molar,0.03,2.5,0.8833333333333333,high,vapor diffusion - hanging drop,4.5,298.0,yes,1,1,0,1,1,36.35,compact,1.93,1.46,high,P 21 21 21
lysozyme|6MQV|1,lysozyme|6MQV|1|chloride,6MQV,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.5,1.5,1.5,M,molar,1.5,1.5,1.5,very_high,batch,4.8,293.0,no,0,0,0,0,0,40.8,intermediate,2.08,2.0,medium,P 43 21 2
lysozyme|6MX9|1,lysozyme|6MX9|1|chloride,6MX9,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,7,2.0,100.0,28.714285714285715,mixed,mixed,0.05,0.1,0.07500000000000001,low_to_mid,vapor diffusion - hanging drop,4.6,293.0,yes,1,1,0,1,1,40.89,intermediate,2.08,1.35,high,P 43 21 2
lysozyme|6P4B|1,lysozyme|6P4B|1|chloride,6P4B,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,M,molar,1.0,1.0,1.0,high,vapor diffusion - hanging drop,,293.0,yes,1,1,0,1,1,48.34,intermediate,2.38,1.81,medium,P 1 21 1
lysozyme|6P4D|1,lysozyme|6P4D|1|chloride,6P4D,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,150.0,150.0,150.0,mM,molar,0.15,0.15,0.15,mid,evaporation,,293.0,yes,1,1,0,1,1,37.98,compact,1.98,1.05,high,P 43 21 2
lysozyme|6PL9|1,lysozyme|6PL9|1|chloride,6PL9,1,lysozyme,chloride,ion,anion,anion,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.8,0.8,0.8,M,molar,0.8,0.8,0.8,high,vapor diffusion - hanging drop,,297.0,no,0,0,0,0,0,42.31,intermediate,2.13,1.2,high,P 43 21 2
